,Country,Country Code,Year,PIB_(1000_US$),contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,Commodity Code,Simple Average,Weighted Average,Imports Value in 1000 USD
1159,Israel,ISR,1999,117111535.20786498,0,0,0,0,0,0,0,0,10629.06,10275.35,10172.16,10115.31,3,7.0,7.35,340.0
1160,Israel,ISR,1999,117111535.20786498,0,0,0,0,0,0,0,0,10629.06,10275.35,10172.16,10115.31,9,11.93,1.96,2127.0
1161,Israel,ISR,1999,117111535.20786498,0,0,0,0,0,0,0,0,10629.06,10275.35,10172.16,10115.31,13,4.0,4.0,372.0
1162,Jamaica,JAM,1999,8851581.63265306,0,0,0,0,0,0,0,0,5663.679,4913.289000000001,5380.242,5264.128,8,40.0,40.0,0.4320000000000001
1163,Jamaica,JAM,1999,8851581.63265306,0,0,0,0,0,0,0,0,5663.679,4913.289000000001,5380.242,5264.128,9,40.0,40.0,186.883
1164,Jamaica,JAM,1999,8851581.63265306,0,0,0,0,0,0,0,0,5663.679,4913.289000000001,5380.242,5264.128,13,0.0,0.0,2.633
1165,Jamaica,JAM,1999,8851581.63265306,0,0,0,0,0,0,0,0,5663.679,4913.289000000001,5380.242,5264.128,15,20.0,20.0,395.454
1166,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,1,0.0,0.0,10.254
1167,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,2,5.39,8.05,174320.859
1168,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,3,2.46,1.17,24220.955
1169,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,4,24.76,21.87,1420.033
1170,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,5,0.0,0.0,27967.141
1171,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,6,0.0,0.0,1337.828
1172,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,7,6.53,6.71,585.006
1173,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,8,6.29,10.66,94.592
1174,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,9,4.3,0.07,198024.344
1175,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,10,0.0,0.0,124.748
1176,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,11,16.24,13.47,124.704
1177,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,12,3.88,0.05,126569.66
1178,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,13,1.94,4.83,1608.77
1179,Japan,JPN,1999,4562078822.33545,0,0,0,0,0,0,0,0,18549.61,17693.2,17981.98,17931.71,15,1.9,0.58,11578.176
1180,Kenya,KEN,1999,12896013.5767324,0,0,0,0,0,0,0,0,9292.935,9415.110999999999,9146.711,9111.624,15,15.0,15.0,1077.439
1181,"Korea, Rep.",KOR,1999,485248229.3366529,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,1,8.0,8.0,0.998
1182,"Korea, Rep.",KOR,1999,485248229.3366529,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,3,10.0,10.0,774.28
1183,"Korea, Rep.",KOR,1999,485248229.3366529,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,5,8.0,8.0,12112.513
1184,"Korea, Rep.",KOR,1999,485248229.3366529,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,6,16.5,24.77,18.055
1185,"Korea, Rep.",KOR,1999,485248229.3366529,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,9,6.0,2.03,13483.015
1186,"Korea, Rep.",KOR,1999,485248229.3366529,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,13,68.19,120.28,791.632
1187,"Korea, Rep.",KOR,1999,485248229.3366529,0,0,0,0,0,0,0,0,18364.51,17565.08,17793.04,17741.18,15,10.98,8.58,4304.294
1188,Latvia,LVA,1999,7518044.679317798,0,0,0,0,0,0,0,0,11103.81,10437.17,10504.22,10427.53,8,0.38,0.5,52.049
1189,Latvia,LVA,1999,7518044.679317798,0,0,0,0,0,0,0,0,11103.81,10437.17,10504.22,10427.53,9,0.5,0.5,28.742
1190,Morocco,MAR,1999,41632027.59985311,0,0,0,0,0,0,0,0,7665.229,7046.678000000001,7057.326,6939.522,2,108.5,134.06,425.619
1191,Morocco,MAR,1999,41632027.59985311,0,0,0,0,0,0,0,0,7665.229,7046.678000000001,7057.326,6939.522,8,51.1,50.96,26.817
1192,Morocco,MAR,1999,41632027.59985311,0,0,0,0,0,0,0,0,7665.229,7046.678000000001,7057.326,6939.522,9,36.25,32.53,435.625
1193,Morocco,MAR,1999,41632027.59985311,0,0,0,0,0,0,0,0,7665.229,7046.678000000001,7057.326,6939.522,12,12.5,12.5,20889.379
1194,Morocco,MAR,1999,41632027.59985311,0,0,0,0,0,0,0,0,7665.229,7046.678000000001,7057.326,6939.522,13,35.42,35.42,3.0010000000000003
1195,Morocco,MAR,1999,41632027.59985311,0,0,0,0,0,0,0,0,7665.229,7046.678000000001,7057.326,6939.522,15,33.22,37.26,20284.563
1196,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,1,15.08,14.09,48.665
1197,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,3,30.0,30.0,142.78799999999995
1198,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,4,20.0,20.0,3.432
1199,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,5,13.0,13.0,603.831
1200,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,6,17.0,7.13,55.955
1201,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,7,23.0,23.0,3.12
1202,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,8,23.0,23.0,1051.114
1203,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,9,42.6,23.01,8983.654
1204,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,10,0.0,0.0,335.31699999999995
1205,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,11,15.0,15.0,76.4
1206,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,12,5.6,4.53,9239.874
1207,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,13,14.14,13.63,144.069
1208,Mexico,MEX,1999,600232874.0429269,0,0,0,0,0,0,0,0,7439.6359999999995,6841.765,7621.778,7513.794,15,14.47,23.34,1235.91
1209,Malta,MLT,1999,4127313.81833836,0,0,0,0,0,0,0,0,9223.423,8725.308,8687.677,8607.855,2,0.0,0.0,59.956
1210,Malta,MLT,1999,4127313.81833836,0,0,0,0,0,0,0,0,9223.423,8725.308,8687.677,8607.855,3,8.1,8.1,1.297
1211,Malta,MLT,1999,4127313.81833836,0,0,0,0,0,0,0,0,9223.423,8725.308,8687.677,8607.855,6,20.0,20.0,0.336
1212,Malta,MLT,1999,4127313.81833836,0,0,0,0,0,0,0,0,9223.423,8725.308,8687.677,8607.855,7,0.0,0.0,5.231
1213,Malta,MLT,1999,4127313.81833836,0,0,0,0,0,0,0,0,9223.423,8725.308,8687.677,8607.855,8,1.75,0.41,230.972
1214,Malta,MLT,1999,4127313.81833836,0,0,0,0,0,0,0,0,9223.423,8725.308,8687.677,8607.855,9,1.39,0.0,170.007
1215,Mongolia,MNG,1999,1057408.58868269,0,0,0,0,0,0,0,0,16451.32,15777.75,15762.14,15705.8,9,0.0,0.0,29.376
1216,Mauritius,MUS,1999,4343710.33280658,0,0,0,0,0,0,0,0,10479.45,10953.11,10563.1,10537.43,2,80.0,80.0,96.441
1217,Mauritius,MUS,1999,4343710.33280658,0,0,0,0,0,0,0,0,10479.45,10953.11,10563.1,10537.43,6,80.0,80.0,0.098
1218,Mauritius,MUS,1999,4343710.33280658,0,0,0,0,0,0,0,0,10479.45,10953.11,10563.1,10537.43,9,29.5,34.55,15.264
1219,Mauritius,MUS,1999,4343710.33280658,0,0,0,0,0,0,0,0,10479.45,10953.11,10563.1,10537.43,12,20.0,17.68,0.203
1220,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,2,0.0,0.0,26.342
1221,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,3,0.0,0.0,58.988
1222,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,4,0.0,0.0,0.93
1223,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,5,0.0,0.0,6.16
1224,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,7,0.0,0.0,714.956
1225,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,8,6.0,8.89,31.113000000000003
1226,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,9,0.0,0.0,70.97
1227,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,11,0.0,0.0,395.121
1228,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,12,0.0,0.0,10526.355
1229,Malaysia,MYS,1999,79148421.05263159,0,0,0,0,0,0,0,0,15940.63,16420.49,16193.42,16164.04,15,1.26,4.34,10581.749
1230,Nicaragua,NIC,1999,4855717.87468247,0,0,0,0,0,0,0,0,5862.436,5244.107,5695.206,5608.461,12,0.0,0.0,26.963
1231,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,3,0.0,0.0,1.6780000000000002
1232,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,5,0.0,0.0,1297.933
1233,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,6,11.6,9.75,301.366
1234,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,7,0.0,0.0,57.185
1235,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,8,0.0,0.0,2481.605
1236,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,9,0.0,0.0,34671.744
1237,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,12,0.0,0.0,70128.315
1238,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,13,0.0,0.0,12.495
1239,Norway,NOR,1999,162284465.07334098,0,0,0,0,0,0,0,0,10641.01,9917.605,10018.32,9929.546,15,0.0,0.0,0.382
1240,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,5,0.0,0.0,822.461
1241,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,7,0.0,0.0,0.362
1242,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,8,0.0,0.0,58.553
1243,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,9,2.5,0.51,245.992
1244,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,10,0.0,0.0,728.105
1245,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,12,0.0,0.0,3.143
1246,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,13,0.0,0.0,3.5580000000000003
1247,New Zealand,NZL,1999,58762260.62587579,0,0,0,0,0,0,0,0,11389.0,12070.38,12407.41,12349.12,15,0.77,0.0,491.829
1248,Panama,PAN,1999,12130252.2,0,0,0,0,0,0,0,0,5084.887,4438.22,4948.142,4838.082,10,0.0,0.0,29.542
1249,Panama,PAN,1999,12130252.2,0,0,0,0,0,0,0,0,5084.887,4438.22,4948.142,4838.082,12,0.0,0.0,693.485
1250,Panama,PAN,1999,12130252.2,0,0,0,0,0,0,0,0,5084.887,4438.22,4948.142,4838.082,13,5.17,3.8,24.142
1251,Panama,PAN,1999,12130252.2,0,0,0,0,0,0,0,0,5084.887,4438.22,4948.142,4838.082,15,9.2,9.2,0.071
1252,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,1,12.0,12.0,5.722
1253,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,2,16.0,18.01,2672.351
1254,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,4,18.0,16.42,82.47399999999998
1255,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,5,12.0,12.0,1008.847
1256,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,7,20.0,20.0,32.845
1257,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,9,12.0,12.0,487.677
1258,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,10,14.67,15.69,366.464
1259,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,11,12.0,12.0,0.052000000000000005
1260,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,12,12.0,12.0,37.648
1261,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,13,12.0,12.0,76.73
1262,Peru,PER,1999,50187324.56788299,1,0,0,0,0,0,0,0,3455.375,3171.635,3592.376,3478.597,15,12.0,12.0,1855.241
1263,Philippines,PHL,1999,82995145.79293409,0,0,0,0,0,0,0,0,18396.48,18832.29,18221.51,18212.56,2,20.0,20.0,30.319000000000006
1264,Philippines,PHL,1999,82995145.79293409,0,0,0,0,0,0,0,0,18396.48,18832.29,18221.51,18212.56,3,10.0,10.0,1.307
1265,Philippines,PHL,1999,82995145.79293409,0,0,0,0,0,0,0,0,18396.48,18832.29,18221.51,18212.56,12,3.0,3.0,3.702
1266,Philippines,PHL,1999,82995145.79293409,0,0,0,0,0,0,0,0,18396.48,18832.29,18221.51,18212.56,13,3.0,3.0,3.009
1267,Philippines,PHL,1999,82995145.79293409,0,0,0,0,0,0,0,0,18396.48,18832.29,18221.51,18212.56,15,3.0,3.0,35.834
1268,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,1,1.83,2.47,3053.81
1269,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,2,12.75,14.75,215.017
1270,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,3,13.0,13.0,37.197
1271,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,4,17.16,18.07,369.956
1272,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,5,6.57,10.19,809.454
1273,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,6,7.81,4.17,34.361
1274,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,7,12.31,13.48,4132.86
1275,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,8,13.17,13.45,1948.935
1276,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,9,12.5,13.0,1296.804
1277,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,10,8.21,3.12,4733.902
1278,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,11,13.4,13.0,769.387
1279,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,12,2.66,4.36,3180.773
1280,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,13,10.88,11.09,35.576
1281,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,14,9.0,9.0,2.737
1282,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.772,15,13.08,14.4,2664.531
1283,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,2,0.0,0.0,43265.348
1284,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,3,0.0,0.0,170.412
1285,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,4,0.0,0.0,0.5710000000000001
1286,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,8,0.0,0.0,1368.17
1287,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,9,0.0,0.0,1314.564
1288,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,11,0.0,0.0,9.599
1289,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,12,0.0,0.0,6.8260000000000005
1290,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,13,0.0,0.0,100.929
1291,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,15,0.0,0.0,2069.648
1292,El Salvador,SLV,1999,11284197.0,0,0,0,0,0,0,0,0,6210.195,5598.948,6040.358,5961.898,15,2.5,0.19,3.715
1293,Slovak Republic,SVK,1999,30453383.7630514,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648,6,2.75,2.72,6.225
1294,Slovak Republic,SVK,1999,30453383.7630514,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648,7,2.41,2.41,0.085
1295,Slovak Republic,SVK,1999,30453383.7630514,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648,8,4.26,3.99,310.253
1296,Slovak Republic,SVK,1999,30453383.7630514,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648,9,0.74,0.0,2459.722
1297,Slovak Republic,SVK,1999,30453383.7630514,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648,13,1.05,1.97,17.889
1298,Slovak Republic,SVK,1999,30453383.7630514,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648,15,0.0,0.0,502.355
1299,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,3,60.0,60.0,5.4110000000000005
1300,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,11,60.0,60.0,1.6840000000000002
1301,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,12,37.5,35.01,14008.013
1302,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,13,15.0,15.0,21.967
1303,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.339,3508.443,8,40.0,40.0,54.74
1304,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.339,3508.443,9,40.0,40.0,638.7330000000002
1305,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.339,3508.443,13,5.0,5.0,9.911
1306,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.339,3508.443,15,40.0,40.0,1132.692
1307,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,3,31.0,31.0,89.064
1308,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,6,170.0,170.0,13.101
1309,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,8,120.25,83.16,4.548
1310,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,9,29.0,15.3,7171.806
1311,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,15,22.0,15.04,2802.784
1312,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,8,56.75,48.13,78.88600000000002
1313,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,9,17.4,13.04,13647.56
1314,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,10,30.0,42.45,9.3
1315,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,12,7.29,0.05,4241.465
1316,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,15,17.43,30.98,215.603
1317,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,1,0.0,0.0,123.741
1318,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,2,0.0,0.0,10665.577
1319,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,3,0.0,0.0,11.991
1320,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,4,0.5,0.03,1638.86
1321,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,5,0.0,0.0,184.991
1322,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,6,0.0,0.0,331.798
1323,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,7,1.06,2.74,2202.453
1324,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,8,0.6,0.14,6143.7040000000015
1325,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,9,0.0,0.0,29394.507
1326,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,10,0.0,0.0,616.182
1327,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,11,0.13,0.0,498.888
1328,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,12,0.0,0.0,112.547
1329,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,13,0.0,0.0,254.733
1330,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,14,0.0,0.0,2.233
1331,Uruguay,URY,1999,23983945.190620206,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,15,1.93,3.39,4396.866
1332,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,1,0.58,0.02,1980.079
1333,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,2,0.0,0.0,147.444
1334,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,3,0.0,0.0,85051.226
1335,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,4,21.41,21.16,15.613
1336,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,5,0.0,0.0,45790.03599999999
1337,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,6,0.09,0.12,716.513
1338,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,7,5.23,1.36,2635.211
1339,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,8,0.88,0.02,118802.256
1340,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,9,0.02,0.0,509047.788
1341,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,10,0.65,0.08,372.576
1342,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,11,0.3,0.08,164.42
1343,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,12,0.0,0.0,3667.814
1344,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,13,0.0,0.0,6616.201999999998
1345,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,14,0.0,0.0,759.7560000000002
