Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,600,Paraguay,PRY,,,,,,,,01,Live animals,1,No Quantity,,,,,,,1594894,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,604,Peru,PER,,,,,,,,01,Live animals,1,No Quantity,,,,,,,2780969,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,620,Portugal,PRT,,,,,,,,01,Live animals,1,No Quantity,,,,,,,28000,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,686,Senegal,SEN,,,,,,,,01,Live animals,1,No Quantity,,,,,,,431763,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,710,South Africa,ZAF,,,,,,,,01,Live animals,1,No Quantity,,,,,,,48000,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,724,Spain,ESP,,,,,,,,01,Live animals,1,No Quantity,,,,,,,19593,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,784,United Arab Emirates,ARE,,,,,,,,01,Live animals,1,No Quantity,,,,,,,47175,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,826,United Kingdom,GBR,,,,,,,,01,Live animals,1,No Quantity,,,,,,,32541,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,1229695,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,858,Uruguay,URY,,,,,,,,01,Live animals,1,No Quantity,,,,,,,103910,,,0
H2,2003,2003,2003,2,0,2,Export,76,Brazil,BRA,862,Venezuela,VEN,,,,,,,,01,Live animals,1,No Quantity,,,,,,,824367,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,2751280027,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,8,Albania,ALB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,4750946,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,24,Angola,AGO,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,25742255,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,31,Azerbaijan,AZE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,1184938,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,32,Argentina,ARG,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,13662906,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,40,Austria,AUT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,155551,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,44,Bahamas,BHS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,146204,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,48,Bahrain,BHR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,11293743,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,50,Bangladesh,BGD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,852,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,51,Armenia,ARM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,1129624,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,56,Belgium,BEL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,9951061,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,68,Bolivia (Plurinational State of),BOL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,83215,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,100,Bulgaria,BGR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,6493143,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,112,Belarus,BLR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,676117,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,124,Canada,CAN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,75310,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,132,Cabo Verde,CPV,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,887207,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,136,Cayman Isds,CYM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,2858836,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,140,Central African Rep.,CAF,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,26885,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,144,Sri Lanka,LKA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,386981,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,152,Chile,CHL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,112258584,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,156,China,CHN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,7002725,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,170,Colombia,COL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,9251,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,174,Comoros,COM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,12373,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,178,Congo,COG,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,301226,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,180,Dem. Rep. of the Congo,COD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,307596,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,192,Cuba,CUB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,15129920,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,196,Cyprus,CYP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,37361,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,203,Czechia,CZE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,7035207,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,204,Benin,BEN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,593173,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,208,Denmark,DNK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,4016000,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,226,Equatorial Guinea,GNQ,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,210555,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,246,Finland,FIN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,2543873,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,27187485,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,262,Djibouti,DJI,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,132334,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,266,Gabon,GAB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,1257657,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,268,Georgia,GEO,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,3185613,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,270,Gambia,GMB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,489180,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,276,Germany,DEU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,185217793,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,288,Ghana,GHA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,996332,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,300,Greece,GRC,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,4034634,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,308,Grenada,GRD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,1061333,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,324,Guinea,GIN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,134235,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,328,Guyana,GUY,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,3554,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,332,Haiti,HTI,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,2208884,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,344,"China, Hong Kong SAR",HKG,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,165262694,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,352,Iceland,ISL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,10673,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,360,Indonesia,IDN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,17659,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,364,Iran,IRN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,11086259,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,372,Ireland,IRL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,9509602,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,376,Israel,ISR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,31051414,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,381,Italy,ITA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,88523245,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,384,Côte d'Ivoire,CIV,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,329848,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,392,Japan,JPN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,217422025,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,398,Kazakhstan,KAZ,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,37648,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,400,Jordan,JOR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,565856,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,408,Dem. People's Rep. of Korea,PRK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,218454,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,410,Rep. of Korea,KOR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,631818,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,414,Kuwait,KWT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,38288302,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,422,Lebanon,LBN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,11315184,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,430,Liberia,LBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,143423,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,440,Lithuania,LTU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,201504,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,450,Madagascar,MDG,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,53199,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,458,Malaysia,MYS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,3113272,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,462,Maldives,MDV,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,850189,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,478,Mauritania,MRT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,110046,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,480,Mauritius,MUS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,67509,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,498,Rep. of Moldova,MDA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,684866,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,504,Morocco,MAR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,201503,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,508,Mozambique,MOZ,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,15520,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,512,Oman,OMN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,19182539,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,524,Nepal,NPL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,12285,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,528,Netherlands,NLD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,251355676,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,530,Neth. Antilles,ANT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,7176593,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,533,Aruba,ABW,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,1446346,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,540,New Caledonia,NCL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,254691,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,554,New Zealand,NZL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,23498,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,566,Nigeria,NGA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,129817,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,579,Norway,NOR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,1829269,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,600,Paraguay,PRY,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,134928,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,604,Peru,PER,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,4465811,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,608,Philippines,PHL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,16339521,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,616,Poland,POL,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,123855,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,620,Portugal,PRT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,12041656,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,624,Guinea-Bissau,GNB,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,78748,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,634,Qatar,QAT,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,17472650,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,642,Romania,ROU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,5353632,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,643,Russian Federation,RUS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,602340589,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,660,Anguilla,AIA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,15335,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,682,Saudi Arabia,SAU,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,252802844,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,686,Senegal,SEN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,516772,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,694,Sierra Leone,SLE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,1198964,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,702,Singapore,SGP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,56267092,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,703,Slovakia,SVK,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,136416,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,704,Viet Nam,VNM,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,19605,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,710,South Africa,ZAF,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,19220529,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,724,Spain,ESP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,72388013,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,732,Western Sahara,ESH,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,68589,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,736,Fmr Sudan,SDN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,12320,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,740,Suriname,SUR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,845844,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,752,Sweden,SWE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,11449578,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,757,Switzerland,CHE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,18801976,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,768,Togo,TGO,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,9007,,,0
H2,2002,2002,2002,2,0,2,Export,76,Brazil,BRA,784,United Arab Emirates,ARE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,65916248,,,0
