Year,Partner,Partner ISO,Commodity Code,Commodity,Trade Value (US$)
1996,Spain,ESP,1,Live animals,15500
1996,USA,USA,1,Live animals,106971
1996,Dem. Rep. of the Congo,COD,2,Meat and edible meat offal,525269
1996,China,CHN,2,Meat and edible meat offal,2985258
1996,Chile,CHL,2,Meat and edible meat offal,44000
1996,Bulgaria,BGR,2,Meat and edible meat offal,236729
1996,Br. Virgin Isds,VGB,2,Meat and edible meat offal,16501
1996,Bolivia (Plurinational State of),BOL,2,Meat and edible meat offal,530694
1996,Belgium-Luxembourg,BEL,2,Meat and edible meat offal,6826925
1996,United Kingdom,GBR,1,Live animals,6000
1996,Bahrain,BHR,2,Meat and edible meat offal,9908117
1996,Argentina,ARG,2,Meat and edible meat offal,101201312
1996,Angola,AGO,2,Meat and edible meat offal,1835397
1996,Andorra,AND,2,Meat and edible meat offal,462075
1996,Albania,ALB,2,Meat and edible meat offal,232047
1996,World,WLD,2,Meat and edible meat offal,1240348032
1996,Venezuela,VEN,1,Live animals,302033
1996,Uruguay,URY,1,Live animals,25484
1996,Austria,AUT,2,Meat and edible meat offal,523462
1996,Romania,ROU,2,Meat and edible meat offal,395638
1996,Russian Federation,RUS,2,Meat and edible meat offal,17090476
1996,Saudi Arabia,SAU,2,Meat and edible meat offal,212361952
1996,Colombia,COL,4,"Dairy products, eggs, honey, edible animal product nes",102873
1996,China,CHN,4,"Dairy products, eggs, honey, edible animal product nes",12981
1996,Chile,CHL,4,"Dairy products, eggs, honey, edible animal product nes",8180
1996,Bolivia (Plurinational State of),BOL,4,"Dairy products, eggs, honey, edible animal product nes",79349
1996,Argentina,ARG,4,"Dairy products, eggs, honey, edible animal product nes",3075211
1996,Angola,AGO,4,"Dairy products, eggs, honey, edible animal product nes",20894
1996,World,WLD,4,"Dairy products, eggs, honey, edible animal product nes",24983112
1996,Dem. Rep. of the Congo,COD,4,"Dairy products, eggs, honey, edible animal product nes",7810
1996,"Areas, nes",,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2756
1996,USA,USA,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",60030364
1996,United Kingdom,GBR,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",45410
1996,Trinidad and Tobago,TTO,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",605560
1996,Switzerland,CHE,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",14340
1996,Sweden,SWE,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",32837
1996,Spain,ESP,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2666090
1996,So. African Customs Union,ZAF,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",6351
1996,Uruguay,URY,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",10439
1996,Singapore,SGP,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2204
1996,Croatia,HRV,4,"Dairy products, eggs, honey, edible animal product nes",145740
1996,Côte d'Ivoire,CIV,4,"Dairy products, eggs, honey, edible animal product nes",200167
1996,Argentina,ARG,5,"Products of animal origin, nes",7469
1996,Angola,AGO,5,"Products of animal origin, nes",60852
1996,World,WLD,5,"Products of animal origin, nes",67680560
1996,"Areas, nes",,4,"Dairy products, eggs, honey, edible animal product nes",1111
1996,Venezuela,VEN,4,"Dairy products, eggs, honey, edible animal product nes",13334968
1996,Uruguay,URY,4,"Dairy products, eggs, honey, edible animal product nes",828626
1996,USA,USA,4,"Dairy products, eggs, honey, edible animal product nes",330061
1996,France,FRA,4,"Dairy products, eggs, honey, edible animal product nes",1909799
1996,United Arab Emirates,ARE,4,"Dairy products, eggs, honey, edible animal product nes",260522
1996,Portugal,PRT,4,"Dairy products, eggs, honey, edible animal product nes",32891
1996,Peru,PER,4,"Dairy products, eggs, honey, edible animal product nes",100082
1996,Paraguay,PRY,4,"Dairy products, eggs, honey, edible animal product nes",2231494
1996,Netherlands,NLD,4,"Dairy products, eggs, honey, edible animal product nes",71848
1996,"Other Asia, nes",,4,"Dairy products, eggs, honey, edible animal product nes",60384
1996,Rep. of Korea,KOR,4,"Dairy products, eggs, honey, edible animal product nes",7199
1996,Japan,JPN,4,"Dairy products, eggs, honey, edible animal product nes",2118118
1996,Spain,ESP,4,"Dairy products, eggs, honey, edible animal product nes",42804
1996,Portugal,PRT,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1158026
1996,Poland,POL,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1425
1996,Paraguay,PRY,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",109816
1996,Argentina,ARG,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2774010
1996,World,WLD,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",122968872
1996,"Areas, nes",,2,Meat and edible meat offal,1457
1996,Uruguay,URY,2,Meat and edible meat offal,8901188
1996,USA,USA,2,Meat and edible meat offal,493965
1996,United Kingdom,GBR,2,Meat and edible meat offal,56107880
1996,North Macedonia,MKD,2,Meat and edible meat offal,345206
1996,Austria,AUT,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",13336
1996,Tunisia,TUN,2,Meat and edible meat offal,66156
1996,Switzerland,CHE,2,Meat and edible meat offal,19542248
1996,Sweden,SWE,2,Meat and edible meat offal,1577771
1996,Spain,ESP,2,Meat and edible meat offal,57683296
1996,So. African Customs Union,ZAF,2,Meat and edible meat offal,2177775
1996,Slovenia,SVN,2,Meat and edible meat offal,120595
1996,Singapore,SGP,2,Meat and edible meat offal,31610328
1996,Sierra Leone,SLE,2,Meat and edible meat offal,126126
1996,United Arab Emirates,ARE,2,Meat and edible meat offal,25183436
1996,Belgium-Luxembourg,BEL,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1475826
1996,Bolivia (Plurinational State of),BOL,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1733
1996,Canada,CAN,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",43813
1996,Norway,NOR,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1051
1996,Netherlands,NLD,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",259770
1996,"Other Asia, nes",,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",3209893
1996,Malaysia,MYS,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2329
1996,Japan,JPN,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",41807464
1996,Italy,ITA,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2224753
1996,Israel,ISR,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2399
1996,Hungary,HUN,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",722
1996,"China, Hong Kong SAR",HKG,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006470
1996,Greece,GRC,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",84490
1996,Germany,DEU,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1378543
1996,France,FRA,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2855900
1996,Finland,FIN,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",3250
1996,Denmark,DNK,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",29059
1996,Czechia,CZE,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",7209
1996,China,CHN,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",98050
1996,Chile,CHL,3,"Fish, crustaceans, molluscs, aquatic invertebrates ne",3187
1996,Austria,AUT,5,"Products of animal origin, nes",574530
1996,Cabo Verde,CPV,9,"Coffee, tea, mate and spices",798500
1996,Chile,CHL,9,"Coffee, tea, mate and spices",17248272
1996,Mexico,MEX,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1547836
1996,Paraguay,PRY,13,"Lac, gums, resins, vegetable saps and extracts nes",86752
1996,Panama,PAN,13,"Lac, gums, resins, vegetable saps and extracts nes",10793
1996,Netherlands,NLD,13,"Lac, gums, resins, vegetable saps and extracts nes",402219
1996,"Other Asia, nes",,13,"Lac, gums, resins, vegetable saps and extracts nes",75874
1996,Mexico,MEX,13,"Lac, gums, resins, vegetable saps and extracts nes",153520
1996,Malta,MLT,13,"Lac, gums, resins, vegetable saps and extracts nes",45600
1996,Malaysia,MYS,13,"Lac, gums, resins, vegetable saps and extracts nes",4000
1996,Peru,PER,13,"Lac, gums, resins, vegetable saps and extracts nes",82734
1996,Rep. of Korea,KOR,13,"Lac, gums, resins, vegetable saps and extracts nes",565613
1996,Italy,ITA,13,"Lac, gums, resins, vegetable saps and extracts nes",36796
1996,Ireland,IRL,13,"Lac, gums, resins, vegetable saps and extracts nes",570
1996,Indonesia,IDN,13,"Lac, gums, resins, vegetable saps and extracts nes",11812
1996,Guyana,GUY,13,"Lac, gums, resins, vegetable saps and extracts nes",1954
1996,Guatemala,GTM,13,"Lac, gums, resins, vegetable saps and extracts nes",21966
1996,Germany,DEU,13,"Lac, gums, resins, vegetable saps and extracts nes",430232
1996,France,FRA,13,"Lac, gums, resins, vegetable saps and extracts nes",248445
1996,Japan,JPN,13,"Lac, gums, resins, vegetable saps and extracts nes",2273114
1996,El Salvador,SLV,13,"Lac, gums, resins, vegetable saps and extracts nes",3525
1996,Poland,POL,13,"Lac, gums, resins, vegetable saps and extracts nes",338000
1996,Saudi Arabia,SAU,13,"Lac, gums, resins, vegetable saps and extracts nes",974
1996,Bolivia (Plurinational State of),BOL,14,"Vegetable plaiting materials, vegetable products nes",175076
1996,Belgium-Luxembourg,BEL,14,"Vegetable plaiting materials, vegetable products nes",195046
1996,Angola,AGO,14,"Vegetable plaiting materials, vegetable products nes",506
1996,World,WLD,14,"Vegetable plaiting materials, vegetable products nes",1735993
1996,"Areas, nes",,13,"Lac, gums, resins, vegetable saps and extracts nes",2590
1996,Venezuela,VEN,13,"Lac, gums, resins, vegetable saps and extracts nes",226095
1996,Uruguay,URY,13,"Lac, gums, resins, vegetable saps and extracts nes",625696
1996,Portugal,PRT,13,"Lac, gums, resins, vegetable saps and extracts nes",4986440
1996,USA,USA,13,"Lac, gums, resins, vegetable saps and extracts nes",8264721
1996,United Arab Emirates,ARE,13,"Lac, gums, resins, vegetable saps and extracts nes",61536
1996,Trinidad and Tobago,TTO,13,"Lac, gums, resins, vegetable saps and extracts nes",3742
1996,Switzerland,CHE,13,"Lac, gums, resins, vegetable saps and extracts nes",2142
1996,Sweden,SWE,13,"Lac, gums, resins, vegetable saps and extracts nes",65029
1996,Spain,ESP,13,"Lac, gums, resins, vegetable saps and extracts nes",1404411
1996,So. African Customs Union,ZAF,13,"Lac, gums, resins, vegetable saps and extracts nes",733815
1996,India,IND,13,"Lac, gums, resins, vegetable saps and extracts nes",2332981
1996,United Kingdom,GBR,13,"Lac, gums, resins, vegetable saps and extracts nes",5999540
1996,Denmark,DNK,14,"Vegetable plaiting materials, vegetable products nes",8000
1996,Ecuador,ECU,13,"Lac, gums, resins, vegetable saps and extracts nes",21872
1996,Cuba,CUB,13,"Lac, gums, resins, vegetable saps and extracts nes",101690
1996,Spain,ESP,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",87149664
1996,So. African Customs Union,ZAF,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",4173
1996,Slovenia,SVN,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",848
1996,Singapore,SGP,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",10300
1996,Portugal,PRT,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",20096188
1996,Poland,POL,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",3091550
1996,Philippines,PHL,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",5409
1996,Sweden,SWE,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",14640
1996,Peru,PER,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",17317
1996,Panama,PAN,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",188297
1996,Norway,NOR,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",550439
1996,Nicaragua,NIC,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",24845
1996,New Zealand,NZL,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",4024
1996,Neth. Antilles,ANT,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",3749368
1996,Netherlands,NLD,12,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",584142208
