Year,Partner,Partner ISO,Commodity Code,Commodity,Trade Value (US$)
2006,Mongolia,MNG,8,Edible fruit and nuts; peel of citrus fruit or melons,1275
2006,Mexico,MEX,8,Edible fruit and nuts; peel of citrus fruit or melons,2484738
2006,Honduras,HND,12,Oil seeds and oleaginous fruits,2475446
2006,"China, Hong Kong SAR",HKG,12,Oil seeds and oleaginous fruits,110713
2006,Hungary,HUN,12,Oil seeds and oleaginous fruits,403552
2006,Indonesia,IDN,12,Oil seeds and oleaginous fruits,163633
2006,Iran,IRN,12,Oil seeds and oleaginous fruits,214994182
2006,Ireland,IRL,12,Oil seeds and oleaginous fruits,3598296
2006,Israel,ISR,12,Oil seeds and oleaginous fruits,11592228
2006,Italy,ITA,12,Oil seeds and oleaginous fruits,243467809
2006,Japan,JPN,12,Oil seeds and oleaginous fruits,50309294
2006,Dem. People's Rep. of Korea,PRK,12,Oil seeds and oleaginous fruits,25829
2006,Rep. of Korea,KOR,12,Oil seeds and oleaginous fruits,135042291
2006,Lao People's Dem. Rep.,LAO,12,Oil seeds and oleaginous fruits,8940
2006,Lithuania,LTU,12,Oil seeds and oleaginous fruits,52500
2006,Madagascar,MDG,12,Oil seeds and oleaginous fruits,2252
2006,Malaysia,MYS,12,Oil seeds and oleaginous fruits,11580
2006,Malta,MLT,12,Oil seeds and oleaginous fruits,22500
2006,Venezuela,VEN,7,Edible vegetables and certain roots and tubers,21595
2006,Uruguay,URY,7,Edible vegetables and certain roots and tubers,66617
2006,USA,USA,7,Edible vegetables and certain roots and tubers,3264891
2006,United Kingdom,GBR,7,Edible vegetables and certain roots and tubers,2457969
2006,Egypt,EGY,7,Edible vegetables and certain roots and tubers,315100
2006,Guatemala,GTM,12,Oil seeds and oleaginous fruits,4534926
2006,Greece,GRC,12,Oil seeds and oleaginous fruits,44737046
2006,Ghana,GHA,12,Oil seeds and oleaginous fruits,1260
2006,Germany,DEU,12,Oil seeds and oleaginous fruits,246324891
2006,Bangladesh,BGD,12,Oil seeds and oleaginous fruits,1748
2006,Belgium,BEL,12,Oil seeds and oleaginous fruits,104425795
2006,Bolivia (Plurinational State of),BOL,12,Oil seeds and oleaginous fruits,37903201
2006,Belize,BLZ,12,Oil seeds and oleaginous fruits,388805
2006,Bulgaria,BGR,12,Oil seeds and oleaginous fruits,145916
2006,Belarus,BLR,12,Oil seeds and oleaginous fruits,960
2006,Cambodia,KHM,12,Oil seeds and oleaginous fruits,367
2006,Canada,CAN,12,Oil seeds and oleaginous fruits,472506
2006,Cabo Verde,CPV,12,Oil seeds and oleaginous fruits,17584
2006,Central African Rep.,CAF,12,Oil seeds and oleaginous fruits,206
2006,Turkey,TUR,7,Edible vegetables and certain roots and tubers,34560
2006,Chile,CHL,12,Oil seeds and oleaginous fruits,355202
2006,Colombia,COL,12,Oil seeds and oleaginous fruits,12370487
2006,Costa Rica,CRI,12,Oil seeds and oleaginous fruits,1849313
2006,Croatia,HRV,12,Oil seeds and oleaginous fruits,5461413
2006,Cuba,CUB,12,Oil seeds and oleaginous fruits,104730
2006,Denmark,DNK,12,Oil seeds and oleaginous fruits,164041
2006,Dominican Rep.,DOM,12,Oil seeds and oleaginous fruits,820339
2006,Ecuador,ECU,12,Oil seeds and oleaginous fruits,1070875
2006,Fiji,FJI,12,Oil seeds and oleaginous fruits,4443
2006,Finland,FIN,12,Oil seeds and oleaginous fruits,211901
2006,France,FRA,12,Oil seeds and oleaginous fruits,38854466
2006,China,CHN,12,Oil seeds and oleaginous fruits,2431708031
2006,Bahamas,BHS,12,Oil seeds and oleaginous fruits,864147
2006,Switzerland,CHE,7,Edible vegetables and certain roots and tubers,375
2006,Spain,ESP,7,Edible vegetables and certain roots and tubers,1046864
2006,Germany,DEU,7,Edible vegetables and certain roots and tubers,291196
2006,France,FRA,7,Edible vegetables and certain roots and tubers,570326
2006,Cuba,CUB,7,Edible vegetables and certain roots and tubers,148200
2006,China,CHN,7,Edible vegetables and certain roots and tubers,14600
2006,Cabo Verde,CPV,7,Edible vegetables and certain roots and tubers,104937
2006,Canada,CAN,7,Edible vegetables and certain roots and tubers,590600
2006,Belize,BLZ,7,Edible vegetables and certain roots and tubers,4836
2006,Bolivia (Plurinational State of),BOL,7,Edible vegetables and certain roots and tubers,6390
2006,Belgium,BEL,7,Edible vegetables and certain roots and tubers,47899
2006,Argentina,ARG,7,Edible vegetables and certain roots and tubers,677914
2006,Angola,AGO,7,Edible vegetables and certain roots and tubers,209835
2006,World,WLD,7,Edible vegetables and certain roots and tubers,17619731
2006,Mauritania,MRT,12,Oil seeds and oleaginous fruits,302
2006,Mauritius,MUS,12,Oil seeds and oleaginous fruits,3051
2006,Mexico,MEX,12,Oil seeds and oleaginous fruits,9066873
2006,"Other Asia, nes",,12,Oil seeds and oleaginous fruits,119799536
2006,Morocco,MAR,12,Oil seeds and oleaginous fruits,23260455
2006,Mozambique,MOZ,12,Oil seeds and oleaginous fruits,174
2006,Netherlands,NLD,12,Oil seeds and oleaginous fruits,861309289
2006,Neth. Antilles,ANT,12,Oil seeds and oleaginous fruits,3578
2006,New Zealand,NZL,12,Oil seeds and oleaginous fruits,29943
2006,Guatemala,GTM,7,Edible vegetables and certain roots and tubers,145550
2006,Guyana,GUY,7,Edible vegetables and certain roots and tubers,9672
2006,Haiti,HTI,7,Edible vegetables and certain roots and tubers,106868
2006,Honduras,HND,7,Edible vegetables and certain roots and tubers,4030
2006,South Africa,ZAF,7,Edible vegetables and certain roots and tubers,2364830
2006,Singapore,SGP,7,Edible vegetables and certain roots and tubers,536
2006,India,IND,7,Edible vegetables and certain roots and tubers,206542
2006,Saint Lucia,LCA,7,Edible vegetables and certain roots and tubers,4836
2006,Guinea-Bissau,GNB,7,Edible vegetables and certain roots and tubers,19
2006,Portugal,PRT,7,Edible vegetables and certain roots and tubers,504912
2006,Peru,PER,7,Edible vegetables and certain roots and tubers,9063
2006,Paraguay,PRY,7,Edible vegetables and certain roots and tubers,77070
2006,Panama,PAN,7,Edible vegetables and certain roots and tubers,923
2006,Netherlands,NLD,7,Edible vegetables and certain roots and tubers,2066839
2006,Suriname,SUR,7,Edible vegetables and certain roots and tubers,52
2006,Morocco,MAR,7,Edible vegetables and certain roots and tubers,86400
2006,Mexico,MEX,7,Edible vegetables and certain roots and tubers,12346
2006,Luxembourg,LUX,7,Edible vegetables and certain roots and tubers,35447
2006,Lebanon,LBN,7,Edible vegetables and certain roots and tubers,6050
2006,Lao People's Dem. Rep.,LAO,7,Edible vegetables and certain roots and tubers,155
2006,Rep. of Korea,KOR,7,Edible vegetables and certain roots and tubers,10988
2006,Japan,JPN,7,Edible vegetables and certain roots and tubers,1525105
2006,Italy,ITA,7,Edible vegetables and certain roots and tubers,314233
2006,Israel,ISR,7,Edible vegetables and certain roots and tubers,14406
2006,Ireland,IRL,7,Edible vegetables and certain roots and tubers,45815
2006,"China, Hong Kong SAR",HKG,7,Edible vegetables and certain roots and tubers,38581
2006,"Other Asia, nes",,7,Edible vegetables and certain roots and tubers,153759
2006,Norway,NOR,12,Oil seeds and oleaginous fruits,86321973
2006,Austria,AUT,12,Oil seeds and oleaginous fruits,768
2006,Argentina,ARG,12,Oil seeds and oleaginous fruits,8936298
2006,Colombia,COL,8,Edible fruit and nuts; peel of citrus fruit or melons,210362
2006,China,CHN,8,Edible fruit and nuts; peel of citrus fruit or melons,1252431
2006,Chile,CHL,8,Edible fruit and nuts; peel of citrus fruit or melons,817992
2006,Cabo Verde,CPV,8,Edible fruit and nuts; peel of citrus fruit or melons,1184
2006,Canada,CAN,8,Edible fruit and nuts; peel of citrus fruit or melons,19112944
2006,Bulgaria,BGR,8,Edible fruit and nuts; peel of citrus fruit or melons,116502
2006,Bolivia (Plurinational State of),BOL,8,Edible fruit and nuts; peel of citrus fruit or melons,3032614
2006,Belgium,BEL,8,Edible fruit and nuts; peel of citrus fruit or melons,3835359
2006,Barbados,BRB,8,Edible fruit and nuts; peel of citrus fruit or melons,117836
2006,Bangladesh,BGD,8,Edible fruit and nuts; peel of citrus fruit or melons,1039022
2006,Bahrain,BHR,8,Edible fruit and nuts; peel of citrus fruit or melons,42650
2006,Australia,AUS,8,Edible fruit and nuts; peel of citrus fruit or melons,2931434
2006,Argentina,ARG,8,Edible fruit and nuts; peel of citrus fruit or melons,8824111
2006,Angola,AGO,8,Edible fruit and nuts; peel of citrus fruit or melons,60596
2006,Algeria,DZA,8,Edible fruit and nuts; peel of citrus fruit or melons,75250
2006,World,WLD,8,Edible fruit and nuts; peel of citrus fruit or melons,700018612
2006,World,WLD,11,Products of the milling industry; malt; starches; inulin,35865761
2006,Angola,AGO,11,Products of the milling industry; malt; starches; inulin,13772923
2006,Argentina,ARG,11,Products of the milling industry; malt; starches; inulin,467705
2006,Australia,AUS,11,Products of the milling industry; malt; starches; inulin,269
2006,Belgium,BEL,11,Products of the milling industry; malt; starches; inulin,76330
2006,Croatia,HRV,8,Edible fruit and nuts; peel of citrus fruit or melons,75068
2006,Denmark,DNK,8,Edible fruit and nuts; peel of citrus fruit or melons,978046
2006,Dominican Rep.,DOM,8,Edible fruit and nuts; peel of citrus fruit or melons,19948
2006,Estonia,EST,8,Edible fruit and nuts; peel of citrus fruit or melons,148750
2006,Malta,MLT,8,Edible fruit and nuts; peel of citrus fruit or melons,48754
2006,Malaysia,MYS,8,Edible fruit and nuts; peel of citrus fruit or melons,137808
2006,Lithuania,LTU,8,Edible fruit and nuts; peel of citrus fruit or melons,150840
2006,Libya,LBY,8,Edible fruit and nuts; peel of citrus fruit or melons,166889
2006,Latvia,LVA,8,Edible fruit and nuts; peel of citrus fruit or melons,47600
2006,Lebanon,LBN,8,Edible fruit and nuts; peel of citrus fruit or melons,4665317
2006,Kuwait,KWT,8,Edible fruit and nuts; peel of citrus fruit or melons,222713
2006,Rep. of Korea,KOR,8,Edible fruit and nuts; peel of citrus fruit or melons,31855
2006,Dem. People's Rep. of Korea,PRK,8,Edible fruit and nuts; peel of citrus fruit or melons,15600
2006,Japan,JPN,8,Edible fruit and nuts; peel of citrus fruit or melons,1418601
2006,Bolivia (Plurinational State of),BOL,11,Products of the milling industry; malt; starches; inulin,3250893
2006,Italy,ITA,8,Edible fruit and nuts; peel of citrus fruit or melons,21694864
2006,Ireland,IRL,8,Edible fruit and nuts; peel of citrus fruit or melons,2577998
2006,Indonesia,IDN,8,Edible fruit and nuts; peel of citrus fruit or melons,1190689
2006,"China, Hong Kong SAR",HKG,8,Edible fruit and nuts; peel of citrus fruit or melons,1896050
2006,Honduras,HND,8,Edible fruit and nuts; peel of citrus fruit or melons,560
2006,Guatemala,GTM,8,Edible fruit and nuts; peel of citrus fruit or melons,76460
2006,Greece,GRC,8,Edible fruit and nuts; peel of citrus fruit or melons,174308
2006,Ghana,GHA,8,Edible fruit and nuts; peel of citrus fruit or melons,680657
2006,Germany,DEU,8,Edible fruit and nuts; peel of citrus fruit or melons,19898056
2006,France,FRA,8,Edible fruit and nuts; peel of citrus fruit or melons,10738666
2006,Finland,FIN,8,Edible fruit and nuts; peel of citrus fruit or melons,1981753
2006,Israel,ISR,8,Edible fruit and nuts; peel of citrus fruit or melons,204160
2006,Australia,AUS,12,Oil seeds and oleaginous fruits,70875
2006,Canada,CAN,11,Products of the milling industry; malt; starches; inulin,169756
2006,Chile,CHL,11,Products of the milling industry; malt; starches; inulin,369599
2006,Peru,PER,11,Products of the milling industry; malt; starches; inulin,276592
2006,Portugal,PRT,11,Products of the milling industry; malt; starches; inulin,679281
2006,Guinea-Bissau,GNB,11,Products of the milling industry; malt; starches; inulin,130
2006,Russian Federation,RUS,11,Products of the milling industry; malt; starches; inulin,39200
2006,Saudi Arabia,SAU,11,Products of the milling industry; malt; starches; inulin,897
2006,India,IND,11,Products of the milling industry; malt; starches; inulin,338
2006,Singapore,SGP,11,Products of the milling industry; malt; starches; inulin,72
2006,South Africa,ZAF,11,Products of the milling industry; malt; starches; inulin,26517
2006,Spain,ESP,11,Products of the milling industry; malt; starches; inulin,58849
2006,Suriname,SUR,11,Products of the milling industry; malt; starches; inulin,52055
2006,Switzerland,CHE,11,Products of the milling industry; malt; starches; inulin,311
2006,Thailand,THA,11,Products of the milling industry; malt; starches; inulin,2318
2006,Trinidad and Tobago,TTO,11,Products of the milling industry; malt; starches; inulin,43801
2006,Tunisia,TUN,11,Products of the milling industry; malt; starches; inulin,6365
2006,United Kingdom,GBR,11,Products of the milling industry; malt; starches; inulin,137716
2006,USA,USA,11,Products of the milling industry; malt; starches; inulin,2746757
2006,Uruguay,URY,11,Products of the milling industry; malt; starches; inulin,507019
2006,Venezuela,VEN,11,Products of the milling industry; malt; starches; inulin,2700782
2006,World,WLD,12,Oil seeds and oleaginous fruits,5753768853
2006,Algeria,DZA,12,Oil seeds and oleaginous fruits,1455380
2006,Angola,AGO,12,Oil seeds and oleaginous fruits,553587
2006,Paraguay,PRY,11,Products of the milling industry; malt; starches; inulin,904103
2006,Panama,PAN,11,Products of the milling industry; malt; starches; inulin,113828
2006,Nigeria,NGA,11,Products of the milling industry; malt; starches; inulin,173430
2006,New Zealand,NZL,11,Products of the milling industry; malt; starches; inulin,42500
2006,China,CHN,11,Products of the milling industry; malt; starches; inulin,1221271
2006,Colombia,COL,11,Products of the milling industry; malt; starches; inulin,912370
2006,Costa Rica,CRI,11,Products of the milling industry; malt; starches; inulin,359351
2006,Cuba,CUB,11,Products of the milling industry; malt; starches; inulin,13191
2006,Dominican Rep.,DOM,11,Products of the milling industry; malt; starches; inulin,809185
2006,Ecuador,ECU,11,Products of the milling industry; malt; starches; inulin,23210
2006,El Salvador,SLV,11,Products of the milling industry; malt; starches; inulin,30
2006,France,FRA,11,Products of the milling industry; malt; starches; inulin,32304
2006,Germany,DEU,11,Products of the milling industry; malt; starches; inulin,40686
2006,Guatemala,GTM,11,Products of the milling industry; malt; starches; inulin,233008
2006,Cabo Verde,CPV,11,Products of the milling industry; malt; starches; inulin,289184
2006,Honduras,HND,11,Products of the milling industry; malt; starches; inulin,4770
2006,Hungary,HUN,11,Products of the milling industry; malt; starches; inulin,278
2006,Ireland,IRL,11,Products of the milling industry; malt; starches; inulin,19151
2006,Italy,ITA,11,Products of the milling industry; malt; starches; inulin,283190
2006,Japan,JPN,11,Products of the milling industry; malt; starches; inulin,328055
2006,Rep. of Korea,KOR,11,Products of the milling industry; malt; starches; inulin,56947
2006,Lebanon,LBN,11,Products of the milling industry; malt; starches; inulin,273
2006,Luxembourg,LUX,11,Products of the milling industry; malt; starches; inulin,26647
2006,Mexico,MEX,11,Products of the milling industry; malt; starches; inulin,4453771
2006,Netherlands,NLD,11,Products of the milling industry; malt; starches; inulin,122664
2006,Neth. Antilles,ANT,11,Products of the milling industry; malt; starches; inulin,7339
2006,"China, Hong Kong SAR",HKG,11,Products of the milling industry; malt; starches; inulin,8550
2006,France,FRA,5,"Products of animal origin, not elsewhere specified",3096742
2006,World,WLD,9,"Coffee, tea, matΦ and spices",3124651461
2006,Equatorial Guinea,GNQ,5,"Products of animal origin, not elsewhere specified",2025
2006,Rep. of Moldova,MDA,2,Meat and edible meat offal,52058652
2006,Morocco,MAR,2,Meat and edible meat offal,398893
2006,Mozambique,MOZ,2,Meat and edible meat offal,9763971
2006,Oman,OMN,2,Meat and edible meat offal,32734230
2006,Namibia,NAM,2,Meat and edible meat offal,1109804
2006,Netherlands,NLD,2,Meat and edible meat offal,487614334
2006,Neth. Antilles,ANT,2,Meat and edible meat offal,10909647
2006,Aruba,ABW,2,Meat and edible meat offal,5734805
2006,New Caledonia,NCL,2,Meat and edible meat offal,2277353
2006,New Zealand,NZL,2,Meat and edible meat offal,821897
2006,Nigeria,NGA,2,Meat and edible meat offal,83512
2006,Norway,NOR,2,Meat and edible meat offal,3762060
2006,Pakistan,PAK,2,Meat and edible meat offal,384397
2006,Paraguay,PRY,2,Meat and edible meat offal,464459
2006,Peru,PER,2,Meat and edible meat offal,7180226
2006,Mexico,MEX,2,Meat and edible meat offal,20000
2006,Mauritius,MUS,2,Meat and edible meat offal,315094
2006,Mauritania,MRT,2,Meat and edible meat offal,882673
2006,Malta,MLT,2,Meat and edible meat offal,1322576
2006,Japan,JPN,2,Meat and edible meat offal,493839223
2006,Kazakhstan,KAZ,2,Meat and edible meat offal,27786891
2006,Jordan,JOR,2,Meat and edible meat offal,20124889
2006,Kenya,KEN,2,Meat and edible meat offal,1236315
2006,Rep. of Korea,KOR,2,Meat and edible meat offal,34879588
2006,Kuwait,KWT,2,Meat and edible meat offal,107349879
2006,Kyrgyzstan,KGZ,2,Meat and edible meat offal,193911
2006,Philippines,PHL,2,Meat and edible meat offal,43749131
2006,Lebanon,LBN,2,Meat and edible meat offal,43829507
2006,Liberia,LBR,2,Meat and edible meat offal,3099943
2006,Libya,LBY,2,Meat and edible meat offal,38063044
2006,Lithuania,LTU,2,Meat and edible meat offal,3872396
2006,"China, Macao SAR",MAC,2,Meat and edible meat offal,42955
2006,Madagascar,MDG,2,Meat and edible meat offal,74807
2006,Malaysia,MYS,2,Meat and edible meat offal,10201265
2006,Maldives,MDV,2,Meat and edible meat offal,2127139
2006,Latvia,LVA,2,Meat and edible meat offal,2039917
2006,Poland,POL,2,Meat and edible meat offal,704790
2006,Portugal,PRT,2,Meat and edible meat offal,31719499
2006,Guinea-Bissau,GNB,2,Meat and edible meat offal,308175
2006,Algeria,DZA,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",194797
2006,Angola,AGO,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",294864
2006,Argentina,ARG,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2707145
2006,Austria,AUT,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",30690
2006,Belgium,BEL,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",3866578
2006,Canada,CAN,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",867521
2006,Cabo Verde,CPV,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",212061
2006,World,WLD,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",352175192
2006,Chile,CHL,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",112249
2006,Colombia,COL,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1192070
2006,Congo,COG,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",39900
2006,Dem. Rep. of the Congo,COD,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",107320
2006,Czechia,CZE,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",13027
2006,Denmark,DNK,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",79163
2006,Fmr Sudan,SDN,2,Meat and edible meat offal,170565
2006,Suriname,SUR,2,Meat and edible meat offal,4674324
2006,China,CHN,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",436965
2006,Côte d'Ivoire,CIV,2,Meat and edible meat offal,7183848
2006,Estonia,EST,5,"Products of animal origin, not elsewhere specified",1345607
2006,South Africa,ZAF,2,Meat and edible meat offal,135169064
2006,Qatar,QAT,2,Meat and edible meat offal,42338626
2006,Romania,ROU,2,Meat and edible meat offal,103480510
2006,Russian Federation,RUS,2,Meat and edible meat offal,1587222238
2006,Saint Kitts and Nevis,KNA,2,Meat and edible meat offal,135939
2006,Anguilla,AIA,2,Meat and edible meat offal,76996
2006,Saint Vincent and the Grenadines,VCT,2,Meat and edible meat offal,52720
2006,Sao Tome and Principe,STP,2,Meat and edible meat offal,90798
2006,Spain,ESP,2,Meat and edible meat offal,120391624
2006,Saudi Arabia,SAU,2,Meat and edible meat offal,462039104
2006,Serbia,SRB,2,Meat and edible meat offal,12282989
2006,Seychelles,SYC,2,Meat and edible meat offal,709218
2006,Sierra Leone,SLE,2,Meat and edible meat offal,193181
2006,Singapore,SGP,2,Meat and edible meat offal,167107728
2006,Slovakia,SVK,2,Meat and edible meat offal,1692273
2006,Viet Nam,VNM,2,Meat and edible meat offal,4923412
2006,Slovenia,SVN,2,Meat and edible meat offal,159869
2006,Senegal,SEN,2,Meat and edible meat offal,1508478
2006,Italy,ITA,2,Meat and edible meat offal,243349626
2006,Israel,ISR,2,Meat and edible meat offal,71319861
2006,Ireland,IRL,2,Meat and edible meat offal,22760358
2006,Australia,AUS,2,Meat and edible meat offal,200377
2006,Peru,PER,15,Animal or vegetable fats and oils,4596478
2006,Bahamas,BHS,2,Meat and edible meat offal,1165308
2006,Bahrain,BHR,2,Meat and edible meat offal,15989612
2006,Bangladesh,BGD,2,Meat and edible meat offal,563
2006,Armenia,ARM,2,Meat and edible meat offal,7535163
2006,Barbados,BRB,2,Meat and edible meat offal,61947
2006,Argentina,ARG,2,Meat and edible meat offal,37818634
2006,Belgium,BEL,2,Meat and edible meat offal,20160552
2006,Bolivia (Plurinational State of),BOL,2,Meat and edible meat offal,247652
2006,Bosnia Herzegovina,BIH,2,Meat and edible meat offal,10240335
2006,Br. Virgin Isds,VGB,2,Meat and edible meat offal,72657
2006,Brunei Darussalam,BRN,2,Meat and edible meat offal,638626
2006,Bulgaria,BGR,2,Meat and edible meat offal,125038685
2006,Canada,CAN,2,Meat and edible meat offal,32250436
2006,Cabo Verde,CPV,2,Meat and edible meat offal,2857823
2006,Bermuda,BMU,2,Meat and edible meat offal,721244
2006,Central African Rep.,CAF,2,Meat and edible meat offal,19492
2006,Azerbaijan,AZE,2,Meat and edible meat offal,8265963
2006,Angola,AGO,2,Meat and edible meat offal,63310884
2006,Bahrain,BHR,4,Dairy produce; birds eggs; natural honey;,54225
2006,Bahamas,BHS,4,Dairy produce; birds eggs; natural honey;,447646
2006,Austria,AUT,4,Dairy produce; birds eggs; natural honey;,295802
2006,Australia,AUS,4,Dairy produce; birds eggs; natural honey;,38504
2006,Argentina,ARG,4,Dairy produce; birds eggs; natural honey;,5949561
2006,Azerbaijan,AZE,4,Dairy produce; birds eggs; natural honey;,137756
2006,Antigua and Barbuda,ATG,4,Dairy produce; birds eggs; natural honey;,88010
2006,Antigua and Barbuda,ATG,2,Meat and edible meat offal,1812879
2006,Angola,AGO,4,Dairy produce; birds eggs; natural honey;,25075520
2006,Albania,ALB,4,Dairy produce; birds eggs; natural honey;,48284
2006,Afghanistan,AFG,4,Dairy produce; birds eggs; natural honey;,40300
2006,World,WLD,4,Dairy produce; birds eggs; natural honey;,191523376
2006,World,WLD,2,Meat and edible meat offal,7341255150
2006,Afghanistan,AFG,2,Meat and edible meat offal,1011752
2006,Albania,ALB,2,Meat and edible meat offal,24734631
2006,Algeria,DZA,2,Meat and edible meat offal,101717804
2006,Algeria,DZA,4,Dairy produce; birds eggs; natural honey;,5053219
2006,Sweden,SWE,2,Meat and edible meat offal,43030091
2006,Sri Lanka,LKA,2,Meat and edible meat offal,2001473
2006,China,CHN,2,Meat and edible meat offal,20251724
2006,Gabon,GAB,2,Meat and edible meat offal,14595750
2006,Georgia,GEO,2,Meat and edible meat offal,18560873
2006,Gambia,GMB,2,Meat and edible meat offal,973044
2006,Germany,DEU,2,Meat and edible meat offal,220791719
2006,Ghana,GHA,2,Meat and edible meat offal,11797770
2006,Gibraltar,GIB,2,Meat and edible meat offal,255002
2006,Greece,GRC,2,Meat and edible meat offal,9451579
2006,Djibouti,DJI,2,Meat and edible meat offal,286526
2006,Grenada,GRD,2,Meat and edible meat offal,2619581
2006,Guinea,GIN,2,Meat and edible meat offal,804399
2006,Guyana,GUY,2,Meat and edible meat offal,38473
2006,Haiti,HTI,2,Meat and edible meat offal,3798958
2006,"China, Hong Kong SAR",HKG,2,Meat and edible meat offal,454272776
2006,Hungary,HUN,2,Meat and edible meat offal,721899
2006,Iran,IRN,2,Meat and edible meat offal,110212756
2006,Iraq,IRQ,2,Meat and edible meat offal,4309666
2006,Guatemala,GTM,2,Meat and edible meat offal,46394
2006,Chile,CHL,2,Meat and edible meat offal,18675513
2006,French Polynesia,PYF,2,Meat and edible meat offal,364633
2006,Finland,FIN,2,Meat and edible meat offal,16304731
2006,Comoros,COM,2,Meat and edible meat offal,1854398
2006,Congo,COG,2,Meat and edible meat offal,7829702
2006,Dem. Rep. of the Congo,COD,2,Meat and edible meat offal,4897128
2006,Croatia,HRV,2,Meat and edible meat offal,14143858
2006,Cuba,CUB,2,Meat and edible meat offal,20101987
2006,Cyprus,CYP,2,Meat and edible meat offal,1613752
2006,Czechia,CZE,2,Meat and edible meat offal,1968056
2006,France,FRA,2,Meat and edible meat offal,43398281
2006,Benin,BEN,2,Meat and edible meat offal,1602598
2006,Dominica,DMA,2,Meat and edible meat offal,198306
2006,Dominican Rep.,DOM,2,Meat and edible meat offal,225800
2006,Ecuador,ECU,2,Meat and edible meat offal,1777987
2006,Equatorial Guinea,GNQ,2,Meat and edible meat offal,5762990
2006,Eritrea,ERI,2,Meat and edible meat offal,22805
2006,Estonia,EST,2,Meat and edible meat offal,1149069
2006,Faeroe Isds,FRO,2,Meat and edible meat offal,189577
2006,Denmark,DNK,2,Meat and edible meat offal,19665785
2006,Barbados,BRB,4,Dairy produce; birds eggs; natural honey;,24212
2006,Switzerland,CHE,2,Meat and edible meat offal,72615485
2006,Tajikistan,TJK,2,Meat and edible meat offal,2015434
2006,Bolivia (Plurinational State of),BOL,15,Animal or vegetable fats and oils,3198350
2006,Br. Virgin Isds,VGB,15,Animal or vegetable fats and oils,496
2006,Canada,CAN,15,Animal or vegetable fats and oils,508210
2006,Cabo Verde,CPV,15,Animal or vegetable fats and oils,292513
2006,Central African Rep.,CAF,15,Animal or vegetable fats and oils,3126
2006,Chile,CHL,15,Animal or vegetable fats and oils,4778218
2006,China,CHN,15,Animal or vegetable fats and oils,116426716
2006,Colombia,COL,15,Animal or vegetable fats and oils,1734963
2006,Congo,COG,15,Animal or vegetable fats and oils,280
2006,Costa Rica,CRI,15,Animal or vegetable fats and oils,294062
2006,Cuba,CUB,15,Animal or vegetable fats and oils,8118738
2006,Cyprus,CYP,15,Animal or vegetable fats and oils,2927121
2006,Denmark,DNK,15,Animal or vegetable fats and oils,6832224
2006,Dominican Rep.,DOM,15,Animal or vegetable fats and oils,6457367
2006,Ecuador,ECU,15,Animal or vegetable fats and oils,407689
2006,Belgium,BEL,15,Animal or vegetable fats and oils,1442285
2006,Bangladesh,BGD,15,Animal or vegetable fats and oils,16853744
2006,Australia,AUS,15,Animal or vegetable fats and oils,2290421
2006,Argentina,ARG,15,Animal or vegetable fats and oils,4062122
2006,Sweden,SWE,15,Animal or vegetable fats and oils,176776
2006,Suriname,SUR,15,Animal or vegetable fats and oils,617782
2006,Spain,ESP,15,Animal or vegetable fats and oils,6605296
2006,Zimbabwe,ZWE,15,Animal or vegetable fats and oils,46061
2006,South Africa,ZAF,15,Animal or vegetable fats and oils,24875000
2006,Viet Nam,VNM,15,Animal or vegetable fats and oils,3556
2006,Singapore,SGP,15,Animal or vegetable fats and oils,665604
2006,El Salvador,SLV,15,Animal or vegetable fats and oils,15088
2006,India,IND,15,Animal or vegetable fats and oils,107784458
2006,Saudi Arabia,SAU,15,Animal or vegetable fats and oils,769150
2006,Russian Federation,RUS,15,Animal or vegetable fats and oils,42646
2006,Romania,ROU,15,Animal or vegetable fats and oils,663
2006,Portugal,PRT,15,Animal or vegetable fats and oils,970187
2006,Poland,POL,15,Animal or vegetable fats and oils,38493
2006,Angola,AGO,15,Animal or vegetable fats and oils,4941941
2006,Antigua and Barbuda,ATG,15,Animal or vegetable fats and oils,69596
2006,Senegal,SEN,15,Animal or vegetable fats and oils,7683414
2006,Finland,FIN,15,Animal or vegetable fats and oils,9568
2006,France,FRA,15,Animal or vegetable fats and oils,60280451
2006,Georgia,GEO,15,Animal or vegetable fats and oils,9480980
2006,Luxembourg,LUX,15,Animal or vegetable fats and oils,2588
2006,Malaysia,MYS,15,Animal or vegetable fats and oils,5818473
2006,Maldives,MDV,15,Animal or vegetable fats and oils,597
