"Selected Nomen","Native Nomen","Reporter","Reporter Name","Product","Product Name","Partner","Partner Name","Tariff Year","Trade Year","Trade Source","DutyType","Simple Average","Weighted Average","Standard Deviation","Minimum Rate","Maximum Rate","Nbr of Total Lines","Nbr of DomesticPeaks","Nbr of InternationalPeaks","Imports Value in 1000 USD","Binding Coverage"
"HS","H3","178","Congo, Rep.","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2010,2010,"","AHS",17.5,,12.5,5,30,2,0,1,,
"HS","H3","178","Congo, Rep.","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2008,2008,"","AHS",30,,0,30,30,1,0,1,,
"HS","H3","178","Congo, Rep.","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2009,2009,"","AHS",30,,0,30,30,1,0,1,,
"HS","H3","178","Congo, Rep.","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2010,2010,"","AHS",30,,0,30,30,1,0,1,,
"HS","H3","178","Congo, Rep.","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2011,2011,"","AHS",30,,0,30,30,1,0,1,,
"HS","H3","178","Congo, Rep.","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2011,2011,"","AHS",30,,0,30,30,1,0,1,,
"HS","H3","178","Congo, Rep.","10","CEREALS","076","Brazil",2009,2009,"","AHS",30,,0,30,30,1,0,1,,
"HS","H3","178","Congo, Rep.","10","CEREALS","076","Brazil",2011,2011,"","AHS",9.38,,9.13,5,30,6,0,1,,
"HS","H3","178","Congo, Rep.","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2011,2011,"","AHS",10,,0,10,10,1,0,0,,
"HS","H3","178","Congo, Rep.","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2011,2011,"","AHS",7.5,,2.5,5,10,2,0,0,,
"HS","H3","178","Congo, Rep.","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2011,2011,"","AHS",10,,0,10,10,1,0,0,,
"HS","H3","178","Congo, Rep.","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2008,2008,"","AHS",10,,0,10,10,1,0,0,,
"HS","H3","178","Congo, Rep.","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2011,2011,"","AHS",10,,0,10,10,1,0,0,,
"HS","H3","180","Congo, Dem. Rep.","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2010,2010,"","AHS",10,,0,10,10,12,0,0,,
"HS","H3","180","Congo, Dem. Rep.","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I","076","Brazil",2010,2010,"","AHS",10,,0,10,10,2,0,0,,
"HS","H3","180","Congo, Dem. Rep.","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2010,2010,"","AHS",7.5,,2.5,5,10,2,0,0,,
"HS","H3","180","Congo, Dem. Rep.","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2010,2010,"","AHS",10,,0,10,10,2,0,0,,
"HS","H3","180","Congo, Dem. Rep.","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2010,2010,"","AHS",7.5,,2.5,5,10,2,0,0,,
"HS","H3","180","Congo, Dem. Rep.","10","CEREALS","076","Brazil",2010,2010,"","AHS",10,,0,10,10,1,0,0,,
"HS","H3","180","Congo, Dem. Rep.","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2010,2010,"","AHS",20,,0,20,20,1,0,1,,
"HS","H3","188","Costa Rica","01","LIVE ANIMALS","076","Brazil",2007,2007,"WTO","AHS",9,9,0,9,9,2,0,0,1.421,
"HS","H3","188","Costa Rica","01","LIVE ANIMALS","076","Brazil",2009,2009,"WTO","AHS",9,9,0,9,9,2,0,0,1.494,
"HS","H3","188","Costa Rica","01","LIVE ANIMALS","076","Brazil",2010,2010,"WTO","AHS",9,9,0,9,9,2,0,0,1.408,
"HS","H3","188","Costa Rica","01","LIVE ANIMALS","076","Brazil",2011,2011,"WTO","AHS",9,9,0,9,9,2,0,0,4.82,
"HS","H3","188","Costa Rica","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2009,2009,"WTO","AHS",50.5,47.35,21.74,9,65,6,5,5,0.09,
"HS","H3","188","Costa Rica","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2007,2007,"WTO","AHS",0,0,0,0,0,1,0,0,0.245,
"HS","H3","188","Costa Rica","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2010,2010,"WTO","AHS",0,0,0,0,0,1,0,0,247.895,
"HS","H3","188","Costa Rica","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2011,2011,"WTO","AHS",0,0,0,0,0,1,0,0,1110.002,
"HS","H3","188","Costa Rica","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2010,2010,"WTO","AHS",2.7,3.19,4.12,0,9,10,0,0,2.162,
"HS","H3","188","Costa Rica","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2011,2011,"WTO","AHS",1.8,3.33,3.9,0,9,12,0,0,32.844,
"HS","H3","188","Costa Rica","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2007,2007,"WTO","AHS",10.63,11.23,4.24,5,14,12,0,0,16.585,
"HS","H3","188","Costa Rica","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2009,2009,"WTO","AHS",20,20,8.66,0,30,9,7,7,557.772,
"HS","H3","188","Costa Rica","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2010,2010,"WTO","AHS",10.44,10.44,5.21,0,14,9,0,0,0.004,
"HS","H3","188","Costa Rica","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2011,2011,"WTO","AHS",10.44,10.44,5.21,0,14,9,0,0,0.011,
"HS","H3","188","Costa Rica","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2008,2008,"WTO","AHS",14,14,0,14,14,22,0,0,17.677,
"HS","H3","188","Costa Rica","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2010,2010,"WTO","AHS",14,14,0,14,14,16,0,0,2.535,
"HS","H3","188","Costa Rica","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2011,2011,"WTO","AHS",14,14,0,14,14,5,0,0,160.207,
"HS","H3","188","Costa Rica","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2007,2007,"WTO","AHS",9.77,8.11,2.82,5,14,26,0,0,19.122,
"HS","H3","188","Costa Rica","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2008,2008,"WTO","AHS",11.5,9.01,2.36,9,14,6,0,0,9.41,
"HS","H3","188","Costa Rica","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2009,2009,"WTO","AHS",12.33,9.16,2.17,9,14,8,0,0,1.828,
"HS","H3","188","Costa Rica","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2010,2010,"WTO","AHS",11.78,13.22,2.36,9,14,9,0,0,0.187,
"HS","H3","188","Costa Rica","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2011,2011,"WTO","AHS",6.5,9.63,5.33,0,14,31,0,0,1.91,
"HS","H3","188","Costa Rica","10","CEREALS","076","Brazil",2009,2009,"WTO","AHS",8.75,3.53,17.15,0,35,5,2,2,0.238,
"HS","H3","188","Costa Rica","10","CEREALS","076","Brazil",2010,2010,"WTO","AHS",11.67,6.06,17.5,0,35,4,2,2,0.366,
"HS","H3","188","Costa Rica","10","CEREALS","076","Brazil",2011,2011,"WTO","AHS",20.42,17.5,17.32,0,35,7,4,4,164.608,
"HS","H3","188","Costa Rica","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2007,2007,"WTO","AHS",6.75,0.34,2.98,0,9,8,0,0,1822.367,
"HS","H3","188","Costa Rica","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2008,2008,"WTO","AHS",9,9,0,9,9,3,0,0,79.256,
"HS","H3","188","Costa Rica","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2009,2009,"WTO","AHS",6,8.99,3.9,0,9,8,0,0,77.021,
"HS","H3","188","Costa Rica","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2010,2010,"WTO","AHS",6.9,8.99,2.68,0,9,12,0,0,101.666,
"HS","H3","188","Costa Rica","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2011,2011,"WTO","AHS",0,0,0,0,0,2,0,0,68.089,
"HS","H3","188","Costa Rica","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2007,2007,"WTO","AHS",0,0,0,0,0,5,0,0,2790.34,
"HS","H3","188","Costa Rica","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2008,2008,"WTO","AHS",0,0,0,0,0,29,0,0,3492.911,
"HS","H3","188","Costa Rica","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2009,2009,"WTO","AHS",0,0,0,0,0,25,0,0,1040.18,
"HS","H3","188","Costa Rica","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2010,2010,"WTO","AHS",0.68,0.01,4.84,0,13,30,0,0,847.809,
"HS","H3","188","Costa Rica","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2011,2011,"WTO","AHS",0,0,0,0,0,10,0,0,1575.046,
"HS","H3","188","Costa Rica","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2007,2007,"WTO","AHS",0,0,0,0,0,5,0,0,61.296,
"HS","H3","188","Costa Rica","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2008,2008,"WTO","AHS",0,0,0,0,0,5,0,0,66.752,
"HS","H3","188","Costa Rica","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2009,2009,"WTO","AHS",0,0,0,0,0,7,0,0,73.881,
"HS","H3","188","Costa Rica","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2010,2010,"WTO","AHS",0,0,0,0,0,8,0,0,140.991,
"HS","H3","188","Costa Rica","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2011,2011,"WTO","AHS",0,0,0,0,0,5,0,0,69.101,
"HS","H3","188","Costa Rica","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2007,2007,"WTO","AHS",5.43,7.14,4.15,0,14,16,0,0,573.928,
"HS","H3","188","Costa Rica","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2008,2008,"WTO","AHS",6.94,10.48,4.69,0,14,10,0,0,620.704,
"HS","H3","188","Costa Rica","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2009,2009,"WTO","AHS",7.75,6.07,4.49,0,14,18,0,0,137.778,
"HS","H3","188","Costa Rica","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2010,2010,"WTO","AHS",7.74,5.31,5.24,0,14,22,0,0,219.265,
"HS","H3","188","Costa Rica","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2011,2011,"WTO","AHS",5.6,4.79,4.73,0,14,12,0,0,221.665,
"HS","H3","191","Croatia","01","LIVE ANIMALS","076","Brazil",2009,2009,"WTO","AHS",1.67,1.67,2.36,0,5,3,0,0,1.843,
"HS","H3","191","Croatia","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2007,2007,"","AHS",19.1,,5.29,12,30,43,17,17,,
"HS","H3","191","Croatia","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2008,2008,"WTO","AHS",20.7,20.58,3.98,18,30,60,24,24,28448.787,
"HS","H3","191","Croatia","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2009,2009,"WTO","AHS",20.88,18.95,4.65,18,30,55,17,17,21429.764,
"HS","H3","191","Croatia","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2010,2010,"WTO","AHS",20.88,18.31,4.65,18,30,43,17,17,24970.994,
"HS","H3","191","Croatia","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2011,2011,"WTO","AHS",20.88,18.37,4.65,18,30,41,17,17,25702.208,
"HS","H3","191","Croatia","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I","076","Brazil",2007,2007,"","AHS",10.19,,1.02,10,15,46,0,0,,
"HS","H3","191","Croatia","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I","076","Brazil",2008,2008,"WTO","AHS",6.79,5.12,2.74,5,15,40,0,0,156.517,
"HS","H3","191","Croatia","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I","076","Brazil",2009,2009,"WTO","AHS",5,5,0,5,5,39,0,0,17.882,
"HS","H3","191","Croatia","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I","076","Brazil",2010,2010,"WTO","AHS",5,5,0,5,5,4,0,0,25.533,
"HS","H3","191","Croatia","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2007,2007,"","AHS",0,,0,0,0,1,0,0,,
"HS","H3","191","Croatia","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2010,2010,"WTO","AHS",0,0,0,0,0,1,0,0,0.205,
"HS","H3","191","Croatia","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",2011,2011,"WTO","AHS",0,0,0,0,0,1,0,0,1.053,
"HS","H3","191","Croatia","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2007,2007,"","AHS",7.88,,1.24,6,8.5,7,0,0,,
"HS","H3","191","Croatia","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2008,2008,"WTO","AHS",8.33,8.22,0.24,8,8.5,5,0,0,3.66,
"HS","H3","191","Croatia","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2009,2009,"WTO","AHS",7.5,7.45,1.1,6,8.5,6,0,0,0.756,
"HS","H3","191","Croatia","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2010,2010,"WTO","AHS",10,9.83,2.51,8,15,6,0,0,2.386,
"HS","H3","191","Croatia","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2011,2011,"WTO","AHS",8,8,0,8,8,2,0,0,0.187,
"HS","H3","191","Croatia","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2007,2007,"","AHS",12.38,,3.59,5,17,12,2,2,,
"HS","H3","191","Croatia","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2008,2008,"WTO","AHS",12.89,12.15,3.94,5,17,26,4,4,4.234,
"HS","H3","191","Croatia","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2009,2009,"WTO","AHS",14.37,15.65,4,5,20,44,15,15,2.032,
"HS","H3","191","Croatia","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2010,2010,"WTO","AHS",14.83,13.18,4.14,5,20,29,10,14,1.992,
"HS","H3","191","Croatia","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2011,2011,"WTO","AHS",16.04,15.92,6.38,5,35,18,3,7,2.374,
"HS","H3","191","Croatia","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2007,2007,"","AHS",6.94,,4.38,0,15,37,0,0,,
"HS","H3","191","Croatia","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2008,2008,"WTO","AHS",7.31,5.3,4.94,0,15,42,0,0,525.935,
"HS","H3","191","Croatia","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2009,2009,"WTO","AHS",6.59,4.1,5.61,0,25,38,2,2,610.493,
"HS","H3","191","Croatia","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2010,2010,"WTO","AHS",7.36,3.62,5.67,0,25,38,2,2,718.796,
"HS","H3","191","Croatia","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2011,2011,"WTO","AHS",7.33,3.66,5.99,0,25,34,2,2,850.484,
"HS","H3","191","Croatia","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2007,2007,"","AHS",2.44,,2.25,0,7,21,0,0,,
"HS","H3","191","Croatia","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2008,2008,"WTO","AHS",2.67,2.01,2.79,0,10,18,0,0,27099.534,
"HS","H3","191","Croatia","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2009,2009,"WTO","AHS",2.14,2.01,2.24,0,7,17,0,0,22255.122,
"HS","H3","191","Croatia","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2010,2010,"WTO","AHS",2.36,1.96,2.23,0,7,22,0,0,21956.249,
"HS","H3","191","Croatia","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2011,2011,"WTO","AHS",2,1.98,2.29,0,7,16,0,0,25535.731,
"HS","H3","191","Croatia","10","CEREALS","076","Brazil",2007,2007,"","AHS",9.75,,6.02,0,16,4,0,1,,
"HS","H3","191","Croatia","10","CEREALS","076","Brazil",2008,2008,"WTO","AHS",9.75,9.75,6.02,0,16,4,0,1,2796.348,
"HS","H3","191","Croatia","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2007,2007,"","AHS",4.63,,1.12,2,5,6,0,0,,
"HS","H3","191","Croatia","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2008,2008,"WTO","AHS",1.42,0,2.32,0,5,7,0,0,10700.378,
"HS","H3","191","Croatia","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2009,2009,"WTO","AHS",2.13,1.11,2.06,0,5,5,0,0,38.474,
"HS","H3","191","Croatia","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2010,2010,"WTO","AHS",2.31,0.01,2.27,0,5,10,0,0,13969.555,
"HS","H3","191","Croatia","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2011,2011,"WTO","AHS",3.08,0.5,1.8,0,5,8,0,0,271.271,
"HS","H3","191","Croatia","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2008,2008,"WTO","AHS",4,4,1.41,2,5,3,0,0,3.204,
"HS","H3","191","Croatia","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2009,2009,"WTO","AHS",4,4,1.41,2,5,3,0,0,3.269,
"HS","H3","191","Croatia","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2010,2010,"WTO","AHS",4,4,1.41,2,5,3,0,0,2.744,
"HS","H3","191","Croatia","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",2011,2011,"WTO","AHS",4,4,1.41,2,5,3,0,0,9.197,
"HS","H3","191","Croatia","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2007,2007,"","AHS",10.57,,6.4,0,15,24,0,0,,
"HS","H3","191","Croatia","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2008,2008,"WTO","AHS",8.99,10,6.35,0,15,26,0,0,787.711,
"HS","H3","191","Croatia","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2009,2009,"WTO","AHS",4.9,8.32,7.19,0,15,10,0,0,5.571,
"HS","H3","191","Croatia","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2010,2010,"WTO","AHS",10.71,10.71,6.78,0,15,7,0,0,0.677,
"HS","H3","191","Croatia","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2011,2011,"WTO","AHS",4.9,0.12,7.05,0,15,14,0,0,70.131,
"HS","H3","192","Cuba","01","LIVE ANIMALS","076","Brazil",2007,2007,"WTO","AHS",5,5,0,5,5,1,0,0,6.312,
"HS","H3","192","Cuba","01","LIVE ANIMALS","076","Brazil",2008,2008,"WTO","AHS",5,5,0,5,5,1,0,0,0.035,
"HS","H3","192","Cuba","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2007,2007,"WTO","AHS",9,9.99,2,5,10,10,0,0,17832.734,
"HS","H3","192","Cuba","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2008,2008,"WTO","AHS",9.23,9.99,1.8,5,10,13,0,0,19744.443,
"HS","H3","192","Cuba","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2009,2009,"WTO","AHS",9.44,10,1.57,5,10,9,0,0,24779.037,
"HS","H3","192","Cuba","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2010,2010,"WTO","AHS",10,10,0,10,10,8,0,0,17491.204,
"HS","H3","192","Cuba","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2011,2011,"WTO","AHS",10,10,0,10,10,4,0,0,14541.435,
"HS","H3","192","Cuba","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2012,2012,"WTO","AHS",10,10,0,10,10,5,0,0,13981.334,
"HS","H3","192","Cuba","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2013,2013,"WTO","AHS",10,10,0,10,10,5,0,0,25994.779,
"HS","H3","192","Cuba","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2007,2007,"WTO","AHS",19.5,17.53,11.84,5,30,10,0,5,5474.293,
"HS","H3","192","Cuba","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2008,2008,"WTO","AHS",22.5,18.22,11.63,5,30,12,0,7,27649.086,
"HS","H3","192","Cuba","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2009,2009,"WTO","AHS",25,17.58,11.29,5,30,7,0,5,123576.029,
"HS","H3","192","Cuba","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2010,2010,"WTO","AHS",19.58,18.02,12.45,5,30,11,0,6,9111.736,
"HS","H3","192","Cuba","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2011,2011,"WTO","AHS",17.5,21.9,12.5,5,30,2,0,1,5055.396,
"HS","H3","192","Cuba","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2012,2012,"WTO","AHS",16,16.52,11.87,5,30,7,0,3,3243.835,
"HS","H3","192","Cuba","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2013,2013,"WTO","AHS",10,5.13,5,5,15,6,0,0,1769.92,
"HS","H3","192","Cuba","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2007,2007,"WTO","AHS",8.33,9.55,2.36,5,10,3,0,0,25.306,
"HS","H3","192","Cuba","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2008,2008,"WTO","AHS",10,10,0,10,10,1,0,0,4.86,
"HS","H3","192","Cuba","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2009,2009,"WTO","AHS",10,10,0,10,10,1,0,0,21.753,
"HS","H3","192","Cuba","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2011,2011,"WTO","AHS",10,10,0,10,10,2,0,0,0.394,
"HS","H3","192","Cuba","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2013,2013,"WTO","AHS",10,10,0,10,10,1,0,0,0.018,
"HS","H3","192","Cuba","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2011,2011,"WTO","AHS",7.5,9.26,2.5,5,10,2,0,0,2.451,
"HS","H3","192","Cuba","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2012,2012,"WTO","AHS",10,10,0,10,10,1,0,0,0.549,
"HS","H3","192","Cuba","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2007,2007,"WTO","AHS",17.5,17.5,12.5,5,30,2,0,1,21774.554,
"HS","H3","192","Cuba","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2008,2008,"WTO","AHS",17.5,17.5,12.5,5,30,2,0,1,35810.136,
"HS","H3","192","Cuba","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2009,2009,"WTO","AHS",13.75,17.5,10.8,5,30,3,0,1,22724.449,
"HS","H3","192","Cuba","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2010,2010,"WTO","AHS",17.5,17.5,12.5,5,30,2,0,1,29195.746,
"HS","H3","192","Cuba","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2011,2011,"WTO","AHS",16,17.5,11.75,5,30,24,0,10,24788.917,
"HS","H3","192","Cuba","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2012,2012,"WTO","AHS",13.75,17.5,10.8,5,30,6,0,2,27125.744,
"HS","H3","192","Cuba","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2013,2013,"WTO","AHS",12.5,17.5,9.6,5,30,4,0,1,28857.159,
"HS","H3","192","Cuba","10","CEREALS","076","Brazil",2008,2008,"WTO","AHS",15,15,0,15,15,2,0,0,43374.846,
"HS","H3","192","Cuba","10","CEREALS","076","Brazil",2009,2009,"WTO","AHS",15,15,0,15,15,2,0,0,18588.647,
"HS","H3","192","Cuba","10","CEREALS","076","Brazil",2010,2010,"WTO","AHS",13.33,10.15,2.36,10,15,3,0,0,35440.312,
"HS","H3","192","Cuba","10","CEREALS","076","Brazil",2011,2011,"WTO","AHS",12.5,11.57,2.5,10,15,2,0,0,82019.223,
