"Selected Nomen","Native Nomen","Reporter","Reporter Name","Product","Product Name","Partner","Partner Name","Tariff Year","Trade Year","Trade Source","DutyType","Simple Average","Weighted Average","Standard Deviation","Minimum Rate","Maximum Rate","Nbr of Total Lines","Nbr of DomesticPeaks","Nbr of InternationalPeaks","Imports Value in 1000 USD","Binding Coverage"
"HS","H0","048","Bahrain","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",1999,1999,"WTO","AHS",5,5,0,5,5,7,0,0,14798.621,
"HS","H0","048","Bahrain","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2000,2000,"WTO","AHS",5,5,0,5,5,7,0,0,14192.011,
"HS","H0","048","Bahrain","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",1999,1999,"WTO","AHS",3.33,3.33,2.36,0,5,3,0,0,0.359,
"HS","H0","048","Bahrain","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2000,2000,"WTO","AHS",7,7,0,7,7,1,0,0,0.638,
"HS","H0","048","Bahrain","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",1999,1999,"WTO","AHS",5,5,0,5,5,9,0,0,90.291,
"HS","H0","048","Bahrain","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2000,2000,"WTO","AHS",7,7,0,7,7,4,0,0,60.743,
"HS","H0","048","Bahrain","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1999,1999,"WTO","AHS",5,5,0,5,5,3,0,0,11.532,
"HS","H0","048","Bahrain","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2000,2000,"WTO","AHS",5,5,0,5,5,1,0,0,24.303,
"HS","H0","048","Bahrain","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1999,1999,"WTO","AHS",5,5,0,5,5,1,0,0,15.21,
"HS","H0","052","Barbados","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",1999,1999,"WTO","AHS",40,40,0,40,40,5,5,5,1.472,
"HS","H0","052","Barbados","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1999,1999,"WTO","AHS",5,5,0,5,5,1,0,0,22.487,
"HS","H0","084","Belize","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1996,1996,"","AHS",0,,0,0,0,1,0,0,,
"HS","H0","188","Costa Rica","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",1996,1996,"WTO","AHS",19,19,0,19,19,3,0,3,0.259,
"HS","H0","188","Costa Rica","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",1996,1996,"WTO","AHS",14,14,0,14,14,2,0,0,0.19,
"HS","H0","188","Costa Rica","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"WTO","AHS",9,9,0,9,9,3,0,0,53.476,
"HS","H0","188","Costa Rica","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1996,1996,"WTO","AHS",14,14,0,14,14,1,0,0,0.053,
"HS","H0","188","Costa Rica","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1996,1996,"WTO","AHS",5,5,0,5,5,4,0,0,373.586,
"HS","H0","188","Costa Rica","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1996,1996,"WTO","AHS",4.33,4.01,1.73,1,5,4,0,0,78.887,
"HS","H0","188","Costa Rica","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1996,"WTO","AHS",9.5,5,5.89,5,19,3,0,1,171.155,
"HS","H0","222","El Salvador","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"WTO","AHS",20,20,0,20,20,1,0,1,209.731,
"HS","H0","222","El Salvador","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1996,1996,"WTO","AHS",1,1,0,1,1,3,0,0,8.583,
"HS","H0","222","El Salvador","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1996,"WTO","AHS",10,10,5,5,15,2,0,0,221.784,
"HS","H0","262","Djibouti","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",1998,2009,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","262","Djibouti","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",1999,2009,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","262","Djibouti","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2002,2009,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","262","Djibouti","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2005,2009,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","262","Djibouti","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2006,2009,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","262","Djibouti","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",1998,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","262","Djibouti","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",1999,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","262","Djibouti","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2002,2009,"","AHS",20,,0,20,20,1,0,1,,
"HS","H0","262","Djibouti","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2005,2009,"","AHS",8,,0,8,8,1,0,0,,
"HS","H0","262","Djibouti","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2006,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","262","Djibouti","10","CEREALS","076","Brazil",1998,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","262","Djibouti","10","CEREALS","076","Brazil",1999,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","262","Djibouti","10","CEREALS","076","Brazil",2002,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","262","Djibouti","10","CEREALS","076","Brazil",2005,2009,"","AHS",8,,0,8,8,1,0,0,,
"HS","H0","262","Djibouti","10","CEREALS","076","Brazil",2006,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","266","Gabon","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",1998,1998,"","AHS",20,,0,20,20,9,0,9,,
"HS","H0","266","Gabon","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",1998,1998,"","AHS",30,,0,30,30,1,0,1,,
"HS","H0","266","Gabon","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",1998,1998,"","AHS",30,,0,30,30,1,0,1,,
"HS","H0","266","Gabon","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1998,1998,"","AHS",29.58,,6.76,5,30,63,0,58,,
"HS","H0","266","Gabon","10","CEREALS","076","Brazil",1998,1998,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","266","Gabon","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1998,1998,"","AHS",30,,0,30,30,1,0,1,,
"HS","H0","270","Gambia, The","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2007,2007,"","AHS",20,,0,20,20,7,0,6,,
"HS","H0","270","Gambia, The","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2008,2008,"","AHS",20,,0,20,20,6,0,6,,
"HS","H0","270","Gambia, The","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2009,2009,"","AHS",20,,0,20,20,12,0,11,,
"HS","H0","270","Gambia, The","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2003,2003,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","270","Gambia, The","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2007,2007,"","AHS",11,,7.35,5,20,5,0,2,,
"HS","H0","270","Gambia, The","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2008,2008,"","AHS",5,,0,5,5,2,0,0,,
"HS","H0","270","Gambia, The","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",2009,2009,"","AHS",8,,6,5,20,5,0,1,,
"HS","H0","270","Gambia, The","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2007,2007,"","AHS",20,,0,20,20,1,0,1,,
"HS","H0","270","Gambia, The","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2003,2003,"","AHS",18,,0,18,18,1,0,1,,
"HS","H0","270","Gambia, The","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2003,2003,"","AHS",18,,0,18,18,1,0,1,,
"HS","H0","270","Gambia, The","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2003,2003,"","AHS",18,,0,18,18,1,0,1,,
"HS","H0","270","Gambia, The","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2007,2007,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","270","Gambia, The","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2008,2008,"","AHS",20,,0,20,20,2,0,2,,
"HS","H0","270","Gambia, The","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2009,2009,"","AHS",20,,0,20,20,3,0,3,,
"HS","H0","270","Gambia, The","10","CEREALS","076","Brazil",2003,2003,"","AHS",0,,0,0,0,1,0,0,,
"HS","H0","270","Gambia, The","10","CEREALS","076","Brazil",2007,2007,"","AHS",0,,0,0,0,3,0,0,,
"HS","H0","270","Gambia, The","10","CEREALS","076","Brazil",2008,2008,"","AHS",4,,8,0,20,5,0,1,,
"HS","H0","270","Gambia, The","10","CEREALS","076","Brazil",2009,2009,"","AHS",0,,0,0,0,2,0,0,,
"HS","H0","270","Gambia, The","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2003,2003,"","AHS",10,,0,10,10,1,0,0,,
"HS","H0","270","Gambia, The","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2008,2008,"","AHS",20,,0,20,20,1,0,1,,
"HS","H0","270","Gambia, The","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2009,2009,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","270","Gambia, The","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2003,2003,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","270","Gambia, The","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2007,2007,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","270","Gambia, The","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2008,2008,"","AHS",12.5,,7.5,5,20,2,0,1,,
"HS","H0","324","Guinea","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2004,2004,"WTO","AHS",7,7,0,7,7,3,0,0,173.174,
"HS","H0","324","Guinea","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1998,1998,"","AHS",7,,0,7,7,1,0,0,,
"HS","H0","324","Guinea","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",2004,2004,"WTO","AHS",7,7,0,7,7,1,0,0,904.92,
"HS","H0","328","Guyana","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1996,1997,"","AHS",5,,0,5,5,2,0,0,,
"HS","H0","360","Indonesia","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",1997,1997,"WTO","AHS",10,10,0,10,10,6,0,0,50.627,
"HS","H0","360","Indonesia","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",1996,1996,"WTO","AHS",19.09,19.09,5.64,0,20,23,0,21,2.351,
"HS","H0","360","Indonesia","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",1996,1996,"WTO","AHS",10,10,0,10,10,4,0,0,8.212,
"HS","H0","360","Indonesia","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",1997,1997,"WTO","AHS",16.67,10.64,8.91,10,30,11,0,3,2.677,
"HS","H0","360","Indonesia","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",1996,1996,"WTO","AHS",30,30,0,30,30,5,0,5,229.73,
"HS","H0","360","Indonesia","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",1997,1997,"WTO","AHS",30,30,0,30,30,4,0,4,768.188,
"HS","H0","360","Indonesia","10","CEREALS","076","Brazil",1997,1997,"WTO","AHS",1.67,1.67,2.36,0,5,3,0,0,11220.825,
"HS","H0","360","Indonesia","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1996,1996,"WTO","AHS",20,20,0,20,20,1,0,1,152.699,
"HS","H0","360","Indonesia","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1997,1997,"WTO","AHS",20,20,0,20,20,1,0,1,193.614,
"HS","H0","360","Indonesia","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1996,1996,"WTO","AHS",10,10,0,10,10,5,0,0,2727.319,
"HS","H0","360","Indonesia","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1997,1997,"WTO","AHS",0,0,0,0,0,4,0,0,16.504,
"HS","H0","360","Indonesia","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1996,1996,"WTO","AHS",10,10,0,10,10,1,0,0,303.75,
"HS","H0","360","Indonesia","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1997,1997,"WTO","AHS",9,9.4,3.14,0,10,9,0,0,23.66,
"HS","H0","360","Indonesia","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1996,"WTO","AHS",12.5,16.57,7.5,5,20,4,0,2,4295.305,
"HS","H0","360","Indonesia","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1997,1997,"WTO","AHS",12.5,15.11,7.5,5,20,4,0,2,11802.656,
"HS","H0","388","Jamaica","01","LIVE ANIMALS","076","Brazil",1996,1996,"","AHS",23.33,,17,0,40,3,1,2,,
"HS","H0","388","Jamaica","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"","AHS",40,,0,40,40,1,1,1,,
"HS","H0","388","Jamaica","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1996,1996,"","AHS",22.5,,17.5,5,40,2,1,1,,
"HS","H0","388","Jamaica","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1996,"","AHS",25,,0,25,25,2,0,2,,
"HS","H0","414","Kuwait","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2002,2002,"","AHS",0,,0,0,0,16,0,0,,
"HS","H0","414","Kuwait","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",2002,2002,"","AHS",4,,0,4,4,3,0,0,,
"HS","H0","414","Kuwait","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2002,2002,"","AHS",0,,0,0,0,6,0,0,,
"HS","H0","414","Kuwait","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",2002,2002,"","AHS",0,,0,0,0,8,0,0,,
"HS","H0","414","Kuwait","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2002,2002,"","AHS",0,,0,0,0,2,0,0,,
"HS","H0","414","Kuwait","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",2002,2002,"","AHS",,,,,,1,0,0,,
"HS","H0","414","Kuwait","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",2002,2002,"","AHS",0,,0,0,0,5,0,0,,
"HS","H0","454","Malawi","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1995,"","AHS",10,,0,10,10,1,0,0,,
"HS","H0","496","Mongolia","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"WTO","AHS",15,15,0,15,15,1,0,0,49.3,
"HS","H0","558","Nicaragua","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"","AHS",10,,0,10,10,2,0,0,,
"HS","H0","558","Nicaragua","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1996,1996,"","AHS",5,,0,5,5,1,0,0,,
"HS","H0","586","Pakistan","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1996,2003,"","AHS",21.25,,6.5,10,25,4,0,3,,
"HS","H0","586","Pakistan","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1998,2003,"","AHS",21.25,,6.5,10,25,4,0,3,,
"HS","H0","586","Pakistan","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1996,2003,"","AHS",61.67,,14.91,25,65,6,0,6,,
"HS","H0","586","Pakistan","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1998,2003,"","AHS",61.67,,14.91,25,65,6,0,6,,
"HS","H0","586","Pakistan","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,2003,"","AHS",16.67,,11.79,0,25,3,0,2,,
"HS","H0","586","Pakistan","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1998,2003,"","AHS",25,,0,25,25,3,0,2,,
"HS","H0","591","Panama","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1997,1997,"WTO","AHS",3,3,0,3,3,1,0,0,28.921,
"HS","H0","591","Panama","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1997,1997,"WTO","AHS",0.83,0.21,2.17,0,5,4,0,0,236.771,
"HS","H0","591","Panama","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1997,1997,"WTO","AHS",3,3,0,3,3,2,0,0,27.685,
"HS","H0","591","Panama","14","VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS N","076","Brazil",1997,1997,"WTO","AHS",10,10,0,10,10,1,0,0,63.101,
"HS","H0","604","Peru","01","LIVE ANIMALS","076","Brazil",1997,1997,"WTO","AHS",12,12,0,12,12,6,0,0,8.846,
"HS","H0","604","Peru","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",1997,1997,"WTO","AHS",17.33,15.14,3.61,12,20,7,0,5,1035.288,
"HS","H0","604","Peru","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",1997,1997,"WTO","AHS",18.4,19.22,3.67,12,20,10,0,7,221.229,
"HS","H0","604","Peru","05","PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED","076","Brazil",1997,1997,"WTO","AHS",12,12,0,12,12,3,0,0,382.177,
"HS","H0","604","Peru","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1997,1997,"WTO","AHS",14.67,12,3.77,12,20,3,0,1,774.841,
"HS","H0","604","Peru","10","CEREALS","076","Brazil",1997,1997,"WTO","AHS",12,12,0,12,12,6,0,0,7490.709,
"HS","H0","604","Peru","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1997,1997,"WTO","AHS",12,12,0,12,12,1,0,0,0.034,
"HS","H0","604","Peru","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1997,1997,"WTO","AHS",12,12,0,12,12,6,0,0,22.433,
"HS","H0","604","Peru","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1997,1997,"WTO","AHS",12,12,0,12,12,7,0,0,105.79,
"HS","H0","604","Peru","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1997,1997,"WTO","AHS",12,12,0,12,12,20,0,0,1523.477,
"HS","H0","670","St. Vincent and the Grenadines","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",1996,1996,"WTO","AHS",40,40,0,40,40,3,3,3,66.005,
"HS","H0","710","South Africa","01","LIVE ANIMALS","076","Brazil",1996,1996,"WTO","AHS",0,0,0,0,0,1,0,0,0.284,
"HS","H0","710","South Africa","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",1996,1996,"WTO","AHS",9,1.03,12.73,0,27,6,0,2,1547.64,
"HS","H0","710","South Africa","03","FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC I","076","Brazil",1996,1996,"WTO","AHS",0,0,0,0,0,2,0,0,11.818,
"HS","H0","710","South Africa","06","LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE ","076","Brazil",1996,1996,"WTO","AHS",0,0,0,0,0,1,0,0,2.694,
"HS","H0","710","South Africa","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",1996,1996,"WTO","AHS",15,10.29,9.6,0,25,7,0,2,172.867,
"HS","H0","710","South Africa","08","EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MEL","076","Brazil",1996,1996,"WTO","AHS",1.25,0,2.17,0,5,6,0,0,1482.357,
"HS","H0","710","South Africa","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"WTO","AHS",6.25,0,10,0,25,7,0,1,2109.218,
"HS","H0","710","South Africa","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1996,1996,"WTO","AHS",3.75,2.18,4.84,0,10,8,0,0,426.916,
"HS","H0","710","South Africa","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1996,1996,"WTO","AHS",2.33,0.21,7.68,0,20,10,0,1,328.973,
"HS","H0","710","South Africa","13","LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXT","076","Brazil",1996,1996,"WTO","AHS",5,0.12,8.5,0,25,9,0,1,751.036,
"HS","H0","710","South Africa","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1996,"WTO","AHS",10.4,6.8,10.32,0,30,23,0,9,3243.37,
"HS","H0","716","Zimbabwe","12","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRA","076","Brazil",1996,1995,"","AHS",30,,0,30,30,1,0,1,,
"HS","H0","716","Zimbabwe","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1995,"","AHS",40,,10,30,50,2,0,2,,
"HS","H0","740","Suriname","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",1996,1996,"","AHS",21.25,,16.29,0,40,8,6,6,,
"HS","H0","740","Suriname","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"","AHS",40,,0,40,40,1,1,1,,
"HS","H0","740","Suriname","11","PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; ","076","Brazil",1996,1996,"","AHS",12.78,,17.15,5,40,5,2,2,,
"HS","H0","780","Trinidad and Tobago","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1996,1996,"WTO","AHS",40,40,0,40,40,1,1,1,2.485,
"HS","H0","780","Trinidad and Tobago","10","CEREALS","076","Brazil",1996,1996,"WTO","AHS",5,5,0,5,5,1,0,0,0.01,
"HS","H0","780","Trinidad and Tobago","14","VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS N","076","Brazil",1996,1996,"WTO","AHS",5,5,0,5,5,4,0,0,7.434,
"HS","H0","780","Trinidad and Tobago","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1996,1996,"WTO","AHS",27.5,32.77,12.88,5,40,5,2,4,945.484,
"HS","H0","818","Egypt, Arab Rep.","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",1998,1998,"WTO","AHS",5,5,0,5,5,2,0,0,6127.163,
"HS","H0","818","Egypt, Arab Rep.","04","DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE ","076","Brazil",1998,1998,"WTO","AHS",10,10,5,5,15,2,0,0,214.717,
"HS","H0","818","Egypt, Arab Rep.","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",1998,1998,"WTO","AHS",13.33,5.08,11.79,5,30,3,0,1,2838.108,
"HS","H0","818","Egypt, Arab Rep.","10","CEREALS","076","Brazil",1998,1998,"WTO","AHS",1,1,0,1,1,1,0,0,2839.657,
"HS","H0","818","Egypt, Arab Rep.","15","ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVA","076","Brazil",1998,1998,"WTO","AHS",12.29,9.86,9.46,1,30,9,0,4,38247.649,
"HS","H1","008","Albania","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2000,2000,"WTO","AHS",10,10,0,10,10,3,0,0,19.828,
"HS","H1","008","Albania","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2001,2001,"WTO","AHS",10,10,0,10,10,36,0,0,784.801,
"HS","H1","008","Albania","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2002,2002,"WTO","AHS",10.06,10,0.75,10,15,43,0,0,3451.442,
"HS","H1","008","Albania","07","EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS","076","Brazil",2002,2002,"WTO","AHS",10,10,0,10,10,1,0,0,4.759,
"HS","H1","008","Albania","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2001,2001,"WTO","AHS",10,10,0,10,10,3,0,0,1777.566,
"HS","H1","008","Albania","09","COFFEE, TEA, MATÉ AND SPICES","076","Brazil",2002,2002,"WTO","AHS",10,10,0,10,10,2,0,0,1359.153,
"HS","H1","008","Albania","10","CEREALS","076","Brazil",2001,2001,"WTO","AHS",2,2,0,2,2,1,0,0,954.568,
"HS","H1","024","Angola","01","LIVE ANIMALS","076","Brazil",2002,2007,"","AHS",5,,0,5,5,4,0,0,,
"HS","H1","024","Angola","01","LIVE ANIMALS","076","Brazil",2004,2004,"","AHS",5,,0,5,5,2,0,0,,
"HS","H1","024","Angola","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2002,2007,"","AHS",10,,0,10,10,31,0,0,,
"HS","H1","024","Angola","02","MEAT AND EDIBLE MEAT OFFAL","076","Brazil",2004,2004,"","AHS",10,,0,10,10,31,0,0,,
