Year,Country Code,Commodity Code,Trade Value (US$)
2007,WLD,7,52045109
2007,RUS,5,30167699
2007,STP,5,1277
2007,SAU,5,183315
2007,SRB,5,370559
2007,VNM,5,1513826
2007,ZAF,5,1269467
2007,ESP,5,9037373
2007,CHE,5,514629
2007,DOM,7,6328
2007,SLV,7,4700
2007,GNQ,7,5482
2007,FRA,7,1171849
2007,PRY,7,132588
2007,PAN,7,263
2007,PAK,7,84400
2007,NZL,7,18
2007,ANT,7,16602
2007,NLD,7,2015163
2007,OMN,7,901
2007,MOZ,7,980
2007,,7,50024
2007,ARE,5,131368
2007,MEX,7,1396
2007,LBN,7,31835
2007,JPN,7,848625
2007,ITA,7,1136983
2007,IRL,7,21443
2007,HUN,7,27249
2007,HKG,7,117917
2007,HND,7,4700
2007,HTI,7,102273
2007,DEU,7,3433220
2007,MAC,7,2086
2007,GNQ,8,61
2007,SWE,1,8200
2007,FIN,8,2652041
2007,HTI,3,35997
2007,HKG,3,4737042
2007,HUN,3,641
2007,IDN,3,7834
2007,ISR,3,157642
2007,ITA,3,6553906
2007,CIV,3,44428
2007,JPN,3,8707928
2007,PRK,3,270588
2007,GRC,3,141160
2007,KOR,3,5094807
2007,MYS,3,31456
2007,,3,2241295
2007,NAM,3,113107
2007,NLD,3,4726740
2007,NGA,3,145600
2007,NOR,3,10328
2007,PAN,3,400
2007,PRY,3,86455
2007,POL,3,29572
2007,LUX,3,1235
2007,GHA,3,23800
2007,DEU,3,2667021
2007,GAB,3,76440
2007,AGO,3,216028
2007,ARG,3,2780528
2007,AUT,3,22800
2007,BHR,3,625
2007,BEL,3,2605005
2007,BOL,3,1761
2007,CAN,3,702491
2007,CPV,3,269494
2007,CHL,3,27665
2007,CHN,3,2416522
2007,COL,3,1358069
2007,COG,3,122574
2007,COD,3,56975
2007,CZE,3,16622
2007,BEN,3,322000
2007,DNK,3,46790
2007,DOM,3,87066
2007,ECU,3,149576
2007,GNQ,3,115886
2007,FIN,3,4738
2007,FRA,3,67580774
2007,PRT,3,10106044
2007,RUS,3,1788
2007,SAU,3,247
2007,SGP,3,87208
2007,EST,8,121076
2007,DNK,2,23864375
2007,BEN,2,5552317
2007,CZE,2,6895843
2007,CYP,2,3994396
2007,CUB,2,25245315
2007,HRV,2,21221297
2007,COK,2,144206
2007,COD,2,13094651
2007,COG,2,12550072
2007,COM,2,2770536
2007,CHN,2,13819461
2007,CHL,2,19316177
2007,TCD,2,170695
2007,VEN,8,1280508
2007,URY,8,7164133
2007,USA,8,214557788
2007,GBR,8,142153625
2007,EGY,8,47816
2007,UKR,8,416180
2007,TUR,8,11850
2007,ECU,2,3533385
2007,WLD,3,284363382
2007,GNQ,2,9756284
2007,FRO,2,344247
2007,ZAF,3,129696
2007,ESP,3,38481886
2007,SUR,3,140205
2007,SWE,3,80476
2007,CHE,3,292171
2007,THA,3,4024
2007,TTO,3,5846
2007,ARE,3,3229
2007,TUR,3,1480
2007,GBR,3,4754977
2007,USA,3,115117707
2007,URY,3,346987
2007,GHA,2,25713584
2007,DEU,2,338953108
2007,GMB,2,2027905
2007,GEO,2,32982469
2007,GAB,2,26923124
2007,DJI,2,580125
2007,PYF,2,771035
2007,FRA,2,64072895
2007,FIN,2,22568778
2007,EST,2,471447
2007,GIB,2,360253
2007,GRC,2,12371990
2007,GRD,2,4098828
2007,VNM,2,29225488
2007,SVK,2,1743727
2007,SGP,2,226599462
2007,IND,2,66575
2007,SLE,2,407373
2007,SYC,2,1049978
2007,SRB,2,16048856
2007,SEN,2,1774283
2007,SAU,2,616559007
2007,STP,2,99924
2007,AIA,2,187267
2007,KNA,2,349579
2007,RUS,2,1939654864
2007,ROU,2,41423473
2007,QAT,2,59956687
2007,GNB,2,529086
2007,PRT,2,35441958
2007,POL,2,1347718
2007,PHL,2,60716919
2007,PER,2,7970761
2007,PRY,2,736665
2007,ZAF,2,173304126
2007,PAN,2,105230
2007,ZWE,2,578604
2007,ESH,2,52150
2007,UZB,2,1613422
2007,URY,2,23534428
2007,USA,2,43659100
2007,TZA,2,279796
2007,GBR,2,210585286
2007,EGY,2,343477111
2007,MKD,2,30838100
2007,UKR,2,110232580
2007,TKM,2,129934
2007,TUR,2,14263270
2007,TUN,2,8494329
2007,ARE,2,330334199
2007,TTO,2,383875
2007,TON,2,5600
2007,TGO,2,372219
2007,TJK,2,7252516
2007,SYR,2,2036399
2007,CHE,2,84864270
2007,SWE,2,59372326
2007,SUR,2,5619281
2007,SDN,2,320417
2007,ESP,2,186457342
2007,TUN,8,36036
2007,PAK,2,698078
2007,NOR,2,10069729
2007,KGZ,2,1260928
2007,KWT,2,163179652
2007,KOR,2,41465788
2007,KEN,2,2203879
2007,JOR,2,52300034
2007,KAZ,2,28643437
2007,JPN,2,582989777
2007,JAM,2,42862
2007,CIV,2,9783534
2007,ITA,2,265507065
2007,ISR,2,69889707
2007,IRL,2,25372821
2007,IRQ,2,39815276
2007,IRN,2,208101615
2007,IDN,2,665000
2007,HUN,2,1691340
2007,HKG,2,773281985
2007,HND,2,53129
2007,HTI,2,4893514
2007,GUY,2,59812
2007,GIN,2,781424
2007,LBN,2,54065917
2007,MHL,2,105396
2007,LVA,2,1393483
2007,LBY,2,36971371
2007,NGA,2,124900
2007,NZL,2,753620
2007,NCL,2,3449906
2007,ABW,2,8113522
2007,ANT,2,15463875
2007,NLD,2,817919132
2007,NAM,2,2585446
2007,OMN,2,52192507
2007,MOZ,2,7923311
2007,MAR,2,642837
2007,MNE,2,2140190
2007,MDA,2,34067524
2007,MUS,2,869626
2007,MRT,2,5914656
2007,MLT,2,2448797
2007,MLI,2,68855
2007,MDV,2,3294788
2007,MYS,2,6059811
2007,MDG,2,240542
2007,MAC,2,206842
2007,LTU,2,3582895
2007,LBR,2,5137001
2007,ARE,8,1518432
2007,DMA,2,927792
2007,SEN,8,6901
2007,CHE,8,1490642
2007,SUR,8,5173
2007,SDN,8,14112
2007,ESP,8,48763164
2007,ZAF,8,2119715
2007,VNM,8,4556976
2007,SGP,8,599804
2007,IND,8,205548
2007,SAU,8,2508956
2007,RUS,8,7261360
2007,ROU,8,190540
2007,QAT,8,203560
2007,PRT,8,23839845
2007,POL,8,1292083
2007,PHL,8,543190
2007,PER,8,7504
2007,PRY,8,73664
2007,LBY,8,75264
2007,LTU,8,367383
2007,LUX,8,37694
2007,MYS,8,374186
2007,MLT,8,169187
2007,MEX,8,3448293
2007,SYR,8,8085
2007,MOZ,8,197
2007,NLD,8,259371641
2007,ANT,8,31000
2007,NZL,8,694281
2007,NOR,8,6002521
2007,PAK,8,54020
2007,PAN,8,1363
2007,OMN,8,1597728
2007,THA,8,95477
2007,SWE,8,5851437
2007,JAM,8,318997
2007,IRL,8,4401046
2007,ISR,8,190567
2007,ITA,8,33089321
2007,HND,8,1288
2007,JPN,8,1192622
2007,KAZ,8,134750
2007,PRK,8,53830
2007,KOR,8,46023
2007,KWT,8,756097
2007,LBN,8,7099352
2007,LVA,8,284344
2007,HTI,8,1200
2007,GTM,8,128400
2007,GRC,8,2142709
2007,GHA,8,881946
2007,DEU,8,34042808
2007,FRA,8,18188913
2007,IDN,8,957658
2007,HKG,8,5882592
2008,TKM,2,3266836
2008,ARG,3,2403381
2008,AUT,3,12323
2008,BEL,3,2682113
2008,CAN,3,1040854
2008,BEL,5,404498
2008,ZMB,2,19856
2008,UKR,2,243991951
2008,MKD,2,35342121
2008,AGO,3,259769
2008,EGY,2,256980298
2008,GBR,2,121282867
2008,TZA,2,80214
2008,USA,2,20420925
2008,URY,2,29704205
2008,UZB,2,807014
2008,VEN,2,960028332
2008,ARM,5,3517
2008,YEM,2,92005950
2008,WLD,3,239528281
2008,BHR,5,6918
2008,URY,4,2040006
2008,AUS,5,140914
2008,SLE,4,69888
2008,SEN,4,24723378
2008,SAU,4,4906495
2008,VCT,4,76092
2008,LCA,4,26364
2008,QAT,4,4514649
2008,GNB,4,22204
2008,PRT,4,388936
2008,POL,4,1251
2008,PHL,4,6946028
2008,PER,4,3794736
2008,IND,4,163786
2008,PRY,4,8082269
2008,NOR,4,8
2008,NGA,4,1907182
2008,NER,4,236158
2008,NZL,4,356107
2008,ABW,4,182966
2008,ANT,4,485151
2008,NLD,4,815511
2008,OMN,4,6168690
2008,,4,1962224
2008,MEX,4,7500
2008,MUS,4,364794
2008,PAN,4,53200
2008,SGP,4,181571
2008,VNM,4,333750
2008,SOM,4,136833
2008,ARG,5,5985876
2008,AGO,5,295477
2008,ALB,5,3991718
2008,WLD,5,380439921
2008,YEM,4,3638356
2008,VEN,4,329170427
2008,UZB,4,162500
2008,TUR,2,27701872
2008,BFA,4,27300
2008,USA,4,35621188
2008,GBR,4,1037274
2008,EGY,4,2956869
2008,TCA,4,79007
2008,TUR,4,39700
2008,TUN,4,4134675
2008,ARE,4,29136271
2008,TTO,4,5648986
2008,TGO,4,32550
2008,THA,4,55694
2008,SYR,4,591231
2008,CHE,4,170735
2008,SUR,4,253139
2008,SDN,4,14158203
2008,ESP,4,296255
2008,ZAF,4,1397226
2008,AUT,5,97106
2008,TUN,2,8798904
2008,FIN,2,5048606
2008,TTO,2,295871
2008,MNE,2,19870939
2008,MAR,2,754620
2008,MOZ,2,9594218
2008,OMN,2,87336563
2008,NAM,2,5796872
2008,NLD,2,647380817
2008,ANT,2,21547634
2008,MDA,2,90415807
2008,ABW,2,11922110
2008,NZL,2,1415379
2008,NGA,2,537238
2008,NOR,2,2351889
2008,MHL,2,70959
2008,PAK,2,2224360
2008,PRY,2,1056920
2008,PER,2,15927075
2008,NCL,2,4134884
2008,PHL,2,47138049
2008,MUS,2,488542
2008,MLT,2,562072
2008,ANT,10,788724
2008,KAZ,2,31114964
2008,JOR,2,106311147
2008,KEN,2,1204190
2008,PRK,2,501412
2008,KOR,2,52475301
2008,KWT,2,290742587
2008,MRT,2,11644509
2008,KGZ,2,716314
2008,LVA,2,351892
2008,LBR,2,5795634
2008,LBY,2,88713203
2008,LTU,2,3231287
2008,MDG,2,261714
2008,MYS,2,7701023
2008,MDV,2,7794368
2008,LBN,2,89131412
2008,ARE,2,452779425
2008,POL,2,203967
2008,GNB,2,656342
2008,CHE,2,69192876
2008,SYR,2,2455456
2008,MRT,4,2800240
2008,JPN,2,1169448385
2008,JAM,2,357559
2008,CIV,2,7900992
2008,ITA,2,93541137
2008,SWE,2,11294751
2008,ISR,2,138632320
2008,IRQ,2,87348567
2008,IRN,2,337613046
2008,IDN,2,86080
2008,ISL,2,119466
2008,TJK,2,14852222
2008,TGO,2,1001382
2008,TON,2,13088
2008,IRL,2,12872588
2008,PRT,2,12173305
2008,SUR,2,6622601
2008,ESP,2,91040443
2008,QAT,2,114261980
2008,ROU,2,27560035
2008,RUS,2,2502308653
2008,KNA,2,319739
2008,AIA,2,42094
2008,STP,2,70030
2008,SAU,2,868022645
2008,SDN,2,753363
2008,SEN,2,2557702
2008,SYC,2,1702571
2008,SLE,2,1332456
2008,SGP,2,245741189
2008,SVK,2,604943
2008,VNM,2,40795227
2008,ZAF,2,143741859
2008,ZWE,2,135733
2008,SRB,2,15737240
2008,FRA,2,29394230
2008,MLI,4,1872056
2008,MDG,4,75200
2008,ECU,1,694996
2008,FRA,1,94824
2008,DEU,1,24120
2008,HKG,1,18690
2008,IRL,1,6000
2008,ITA,1,209341
2008,JPN,1,6167
2008,PRK,1,6000
2008,LBN,1,74127444
2008,LUX,1,3000
2008,DOM,1,5100
2008,MYS,1,4500
2008,MEX,1,26300
2008,,1,15473
2008,NLD,1,39965
2008,NGA,1,4400
2008,PAN,1,4000
2008,PRY,1,7288311
2008,PER,1,609723
2008,PRT,1,53478
2008,RUS,1,2200
2008,SAU,1,18000
2008,MUS,1,3173
2008,PYF,2,413111
2008,DJI,2,1262273
2008,GAB,2,30466983
2008,HKG,2,1142944714
2008,HTI,2,5534153
2008,GIN,2,1261881
2008,GRD,2,4360820
2008,WLD,1,417581893
2008,AGO,1,9469590
2008,ARG,1,3116298
2008,AUT,1,13000
2008,BHS,1,611000
2008,BEL,1,66765
2008,BOL,1,1878848
2008,CAN,1,26100
2008,CPV,1,3290
2008,CHL,1,224970
2008,CHN,1,30060
2008,COL,1,578535
2008,CRI,1,1200
2008,GRC,2,7475436
2008,GIB,2,499048
2008,GHA,2,42796000
2008,DEU,2,232201890
2008,GMB,2,1317443
2008,GEO,2,27693393
2008,SEN,1,2790175
2008,IND,1,1764515
2008,SVK,1,270430
2008,ZAF,1,16878
2008,VGB,2,26650
2008,BRN,2,328475
2008,BGR,2,10542043
2008,CAN,2,33645843
2008,CPV,2,10979551
2008,CAF,2,129054
2008,LKA,2,5085583
2008,TCD,2,379448
2008,CHL,2,12534380
2008,CHN,2,1922824
2008,COM,2,2387653
2008,COG,2,31355065
2008,COD,2,17973168
2008,HRV,2,22325026
2008,CUB,2,32768971
2008,CYP,2,2499002
2008,CZE,2,4232355
2008,BEN,2,20602197
2008,DNK,2,3941256
2008,DMA,2,1049392
2008,ECU,2,4005127
2008,GNQ,2,16475652
2008,FRO,2,35413
2008,BLZ,2,139537
2008,HUN,2,3064381
2008,BIH,2,18507210
2008,BMU,2,485866
2008,ESP,1,139189
2008,THA,1,37330
2008,ARE,1,452764
2008,EGY,1,1100
2008,GBR,1,143355
2008,USA,1,2374026
2008,URY,1,237837
2008,VEN,1,310069433
2008,WLD,2,12290140151
2008,AFG,2,7460410
2008,ALB,2,21993369
2008,DZA,2,164834445
2008,AGO,2,176062238
2008,ATG,2,2605999
2008,AZE,2,24822073
2008,ARG,2,70466683
2008,AUS,2,30939
2008,AUT,2,2427991
2008,BHS,2,3353308
2008,BHR,2,36487862
2008,BGD,2,1500
2008,ARM,2,22047332
2008,BEL,2,22076582
2008,BOL,2,539740
2008,MYS,4,13756
2008,POL,3,23706
2008,PRY,3,83383
2008,GNQ,4,2920064
2008,ECU,4,250089
2008,DOM,4,384629
2008,DMA,4,54149
2008,BEN,4,518604
2008,CUB,4,24600466
2008,CRI,4,50
2008,COD,4,300314
2008,COG,4,1983269
2008,COL,4,644367
2008,FIN,4,4718
2008,CHN,4,194018
2008,TCD,4,171775
2008,CYM,4,293775
2008,CPV,4,615078
2008,CAN,4,2372891
2008,BGR,4,145010
2008,BLZ,4,431542
2008,BOL,4,1779373
2008,BEL,4,758208
2008,BHR,4,510225
2008,BHS,4,450709
2008,CHL,4,6079824
2008,FRA,4,105453
2008,DJI,4,238553
2008,GAB,4,2106361
2008,LUX,4,4784
2008,LBY,4,488708
2008,LBN,4,2322278
2008,KWT,4,6541270
2008,KOR,4,2363466
2008,PRK,4,575332
2008,JOR,4,1655030
2008,JPN,4,7128661
2008,CIV,4,403763
2008,ITA,4,14544
2008,IRL,4,1363
2008,IRQ,4,375490
2008,HKG,4,37830
2008,HND,4,448047
2008,HTI,4,876134
2008,GUY,4,48850
2008,GIN,4,239165
2008,GRD,4,595042
2008,GRC,4,34469
2008,GHA,4,781256
2008,DEU,4,7223889
2008,GMB,4,284008
2008,GEO,4,531332
2008,AUS,4,123675
2008,ARG,4,12026134
2008,AZE,4,587213
2008,ATG,4,102967
2008,CZE,3,18423
2008,BEN,3,159836
2008,DNK,3,64299
2008,DOM,3,327069
2008,GNQ,3,58806
2008,FIN,3,6561
2008,FRA,3,51349571
2008,GAB,3,28766
2008,DEU,3,2405999
2008,GRC,3,491668
2008,HTI,3,107320
2008,HKG,3,3807333
2008,IDN,3,39206
2008,ISR,3,318263
2008,ITA,3,4688703
2008,CIV,3,84384
2008,JPN,3,12123133
2008,PRK,3,35831
2008,KOR,3,5240910
2008,MYS,3,41217
2008,,3,1907250
2008,NLD,3,4559277
2008,NOR,3,7183
2008,COD,3,52525
2008,PER,3,39569
2008,COG,3,233470
2008,CHN,3,5299741
2008,AGO,4,30410265
2008,DZA,4,20253340
2008,WLD,4,646708384
2008,VEN,3,507387
2008,URY,3,117695
2008,USA,3,96595927
2008,GBR,3,6678355
2008,EGY,3,25
2008,ARE,3,1239667
2008,TTO,3,4655
2008,TGO,3,33970
2008,THA,3,3567
2008,CHE,3,510805
2008,SWE,3,73059
2008,SUR,3,366650
2008,ESP,3,24776206
2008,ZAF,3,114454
2008,VNM,3,149030
2008,SGP,3,165830
2008,RUS,3,8550
2008,PRT,3,5454465
2008,CPV,3,177328
2008,CHL,3,186150
2008,COL,3,2330464
2008,NLD,10,182587578
2008,GHA,3,32200
2008,URY,15,26462281
2008,SUR,9,59215
2008,SWE,9,104563519
2008,CHE,9,17002996
2008,SYR,9,45903919
2008,THA,9,46283
2008,TTO,9,456296
2008,ARE,9,8141201
2008,TUN,9,16240123
2008,TUR,9,31506606
2008,ESP,9,169682379
2008,UKR,9,833366
2008,GBR,9,51514537
2008,USA,9,764595206
2008,BFA,9,1406
2008,URY,9,45015013
2008,VEN,9,1559995
2008,WSM,9,16875
2008,YEM,9,166928
2008,WLD,10,1931168570
2008,DZA,10,34250586
2008,EGY,9,11989954
2008,ZAF,9,2740631
2008,SVN,9,134887504
2008,VNM,9,1686500
2008,MOZ,9,6839
2008,OMN,9,34510
2008,NAM,9,2225
2008,NLD,9,74557872
2008,ANT,9,36146
2008,NZL,9,4022927
2008,NIC,9,593622
2008,NOR,9,39667537
2008,PAK,9,3722965
2008,PAN,9,4508
2008,PRY,9,1772429
2008,PER,9,1240183
2008,POL,9,11868381
2008,PRT,9,21517677
2008,ROU,9,5992470
2008,RUS,9,34161490
2008,SAU,9,5044572
2008,SEN,9,4189347
2008,SRB,9,238740
2008,IND,9,1350867
2008,SGP,9,6196976
2008,AGO,10,7376213
2008,MAR,9,1851625
2008,ARG,10,8333412
2008,BHS,10,101118
2008,ITA,10,78915918
2008,JAM,10,378629
2008,JPN,10,968711
2008,JOR,10,6147113
2008,KOR,10,66442949
2008,KWT,10,5421000
2008,LBN,10,547480
2008,LBR,10,172854
2008,LBY,10,3139779
2008,ISR,10,235325
2008,LTU,10,112128
2008,MLT,10,1293843
2008,MRT,10,8344244
2008,MEX,10,3521739
2008,COL,13,710664
2008,CHN,13,3162032
2008,CHL,13,1641114
2008,LKA,13,2592
2008,CAF,13,12208
2008,CAN,13,63797
2008,MYS,10,55621776
2008,IRL,10,14611250
2008,IRN,10,91199871
2008,GIN,10,8750437
2008,BGD,10,13577725
2008,BRB,10,47300
2008,BEL,10,57538981
2008,BOL,10,8232247
2008,CAN,10,876
2008,CPV,10,405413
2008,CHL,10,22024207
2008,COL,10,54833745
2008,COD,10,11471700
2008,CUB,10,47684830
2008,CYP,10,5776488
2008,BEN,10,71372227
2008,DNK,10,16104757
2008,DOM,10,937
2008,ECU,10,9397294
2008,GNQ,10,2351
2008,FRA,10,18131817
2008,GMB,10,9304224
2008,DEU,10,125617428
2008,GHA,10,720375
2008,GRC,10,5966401
2008,AUS,10,1577387
2008,BGR,13,5750
2008,MNE,9,88320
2008,MEX,9,35650339
2008,JAM,9,81518
2008,JPN,9,299808441
2008,JOR,9,15587197
2008,PRK,9,2510870
2008,EGY,13,190131
2008,UGA,13,668
2008,TUR,13,24867
2008,TTO,13,30326
2008,THA,13,7860958
2008,ITA,9,482163011
2008,SYR,13,1330
2008,SWE,13,83880
2008,ESP,13,2292280
2008,ZAF,13,1168766
2008,SVN,13,8922
2008,VNM,13,8960
2008,SGP,13,282094
2008,IND,13,1283159
2008,SAU,13,394129
2008,RUS,13,820572
2008,CHE,13,483058
2008,ISR,9,8979227
2008,IRL,9,1292306
2008,IRN,9,92794
2008,CYP,9,3760615
2008,CZE,9,2320286
2008,DNK,9,34548289
2008,DOM,9,1330521
2008,ECU,9,728959
2008,GNQ,9,5944
2008,EST,9,2059977
2008,FIN,9,79865861
2008,FRA,9,109771452
2008,PYF,9,104580
2008,GEO,9,69043
2008,GMB,9,2327974
2008,DEU,9,867473419
2008,GHA,9,234000
2008,GRC,9,65621106
2008,GTM,9,350514
2008,GIN,9,1640
2008,HND,9,431839
2008,HKG,9,2400079
2008,ISL,9,305164
2008,IDN,9,6082208
2008,ROU,13,15338
2008,,9,4844992
2008,PRT,13,3293113
2008,PHL,13,172633
2008,GHA,13,3667
2008,DEU,13,4052452
2008,FRA,13,876525
2008,ECU,13,78387
2008,DOM,13,30243
2008,DNK,13,102674
2008,CZE,13,55055
2008,CUB,13,18090
2008,CRI,13,154916
2008,GTM,13,112515
2008,KOR,9,41233260
2008,LBN,9,42931396
2008,LVA,9,2195765
2008,LBY,9,1978841
2008,LTU,9,33105
2008,LUX,9,8134
2008,MAC,9,159458
2008,MYS,9,2139614
2008,MLI,9,357987
2008,MRT,9,512940
2008,KWT,9,362386
2008,GUY,13,1003
2008,HKG,13,17875
2008,IDN,13,126337
2008,PER,13,563257
2008,PRY,13,463169
2008,PAN,13,209614
2008,PAK,13,378858
2008,NOR,13,4822
2008,NZL,13,204986
2008,NLD,13,1576182
2008,NAM,13,21
2008,,13,1052123
2008,MEX,13,1443868
2008,MYS,13,229056
2008,LUX,13,9295
2008,LBN,13,60985
2008,KOR,13,677674
2008,PRK,13,832
2008,KEN,13,3154
2008,JPN,13,3109911
2008,CIV,13,2765
2008,ITA,13,794803
2008,ISR,13,1402437
2008,IRL,13,61881
2008,POL,13,45058
2008,CUB,9,27545110
2008,BOL,13,149412
2008,BGD,13,54152
2008,MEX,11,24858
2008,LUX,11,6508
2008,LTU,11,17753
2008,KOR,11,3209745
2008,PRK,11,7610
2008,JOR,11,30880
2008,JPN,11,443058
2008,ITA,11,1131739
2008,ISR,11,36768
2008,NAM,11,3197
2008,IRL,11,29696
2008,HTI,11,1683225
2008,GTM,11,65113
2008,DEU,11,272686
2008,FRA,11,86767
2008,FIN,11,612
2008,GNQ,11,19971
2008,ECU,11,26799
2008,DOM,11,208861
2008,CUB,11,250177
2008,IDN,11,528
2008,NLD,11,5415
2008,ANT,11,504
2008,NZL,11,35680
2008,VEN,11,1748089
2008,URY,11,746529
2008,USA,11,3077146
2008,GBR,11,520679
2008,TUR,11,244
2008,ARE,11,15470
2008,TTO,11,55098
2008,THA,11,45024
2008,CHE,11,7506
2008,SUR,11,103716
2008,ESP,11,349999
2008,ZAF,11,117349
2008,IND,11,10302
2008,SAU,11,32830
2008,PRT,11,1295314
2008,POL,11,26562
2008,PHL,11,5323
2008,PER,11,216708
2008,PRY,11,2069147
2008,PAN,11,3579
2008,NOR,11,88
2008,CRI,11,52800
2008,WLD,12,11095857694
2008,COL,11,1107428
2008,CHL,11,589840
2008,IND,10,14639358
2008,SEN,10,41308649
2008,SAU,10,76418533
2008,RUS,10,534900
2008,PRT,10,86225853
2008,PHL,10,5394631
2008,PER,10,14595277
2008,PRY,10,32741082
2008,PAN,10,9096260
2008,VNM,10,32139239
2008,PAK,10,80795869
2008,NGA,10,12966099
2008,NZL,10,70080
2008,ABW,10,125366
2008,,10,34827978
2008,MDA,10,71444
2008,MAR,10,63521405
2008,OMN,10,2871000
2008,NAM,10,4276
2008,VEN,15,96602143
2008,NOR,10,10
2008,SVN,10,789434
2008,ZAF,10,5547382
2008,ESP,10,204343232
2008,CPV,11,950002
2008,CAN,11,327755
2008,BOL,11,589245
2008,BEL,11,33535
2008,AUS,11,295571
2008,ARG,11,1080839
2008,AGO,11,36699707
2008,WLD,11,59993859
2008,YEM,10,8799028
2008,VEN,10,43110383
2008,URY,10,211356
2008,USA,10,11871862
2008,GBR,10,20595216
2008,EGY,10,14469599
2008,TUR,10,22850
2008,TUN,10,18767688
2008,ARE,10,3414826
2008,TTO,10,9186013
2008,SYR,10,540315
2008,CHE,10,22099898
2008,SUR,10,792
2008,CHN,11,222285
2008,BEL,13,319173
2008,DZA,12,4834736
2008,AZE,12,2055
2008,SLE,12,8840
2008,SRB,12,29698
2008,SEN,12,12858
2008,SAU,12,9780446
2008,STP,12,55609
2008,RUS,12,60245242
2008,ROU,12,9074721
2008,PRT,12,265139366
2008,POL,12,447483
2008,IND,12,378753
2008,PHL,12,145091
2008,PRY,12,9834849
2008,PAN,12,3834499
2008,PAK,12,18641
2008,UMI,12,1105350
2008,NOR,12,176612731
2008,NIC,12,1862647
2008,NLD,12,1056463717
2008,NAM,12,703
2008,MOZ,12,265552
2008,PER,12,1226727
2008,SGP,12,915931
2008,VNM,12,46105
2008,SVN,12,775
2008,AUT,13,89153
2008,AUS,13,678172
2008,ARG,13,6391639
2008,AGO,13,2213
2008,WLD,13,70473842
2008,VEN,12,17857046
2008,URY,12,347339
2008,USA,12,5304464
2008,GBR,12,236899334
2008,EGY,12,8489744
2008,UKR,12,254659
2008,UGA,12,492258
2008,TUR,12,54071855
2008,ARE,12,14184
2008,TTO,12,726576
2008,THA,12,536617284
2008,SYR,12,8000
2008,CHE,12,66235286
2008,SWE,12,1351149
2008,ESP,12,1162529108
2008,ZAF,12,1269153
2008,MAR,12,83903065
2008,AGO,12,1738610
2008,,12,75723951
2008,MYS,12,28745
2008,DOM,12,1293423
2008,DNK,12,13778044
2008,CUB,12,89586
2008,HRV,12,15443945
2008,CRI,12,2771933
2008,COL,12,17421260
2008,CHN,12,5324123392
2008,CHL,12,184942
2008,CAF,12,1733
2008,ECU,12,1312101
2008,CYM,12,24500441
2008,CAN,12,72765
2008,KHM,12,12322
2008,BGR,12,40518
2008,BLZ,12,311650
2008,BOL,12,20713999
2008,BEL,12,72652789
2008,BGD,12,16628299
2008,AUS,12,49545284
2008,ARG,12,2444627
2008,CPV,12,13968
2008,SLV,12,64290
2008,GNQ,12,27393
2008,FJI,12,19157
2008,LVA,12,28950
2008,LAO,12,2635
2008,KOR,12,231660980
2008,PRK,12,4038931
2008,JOR,12,3180
2008,JPN,12,220938022
2008,JAM,12,33943
2008,ITA,12,479472698
2008,ISR,12,34697042
2008,IRL,12,2895
2008,IRN,12,23442829
2008,IDN,12,4598276
2008,HUN,12,2650145
2008,HKG,12,133378
2008,HND,12,4126672
2008,GTM,12,4472041
2008,GRC,12,54832513
2008,GHA,12,5
2008,DEU,12,484205733
2008,FRA,12,119267601
2008,FIN,12,164900
2008,MEX,12,7408771
2008,HRV,9,24822625
2008,SUR,12,2758
2008,COL,9,498685
2008,PRT,6,453304
2008,RUS,6,2200
2008,IND,6,17862
2008,ZAF,6,418
2008,ESP,6,102645
2008,CHE,6,5737
2008,THA,6,3640
2008,ARE,6,1471
2008,UKR,6,13749
2008,POL,6,145180
2008,EGY,6,1760
2008,USA,6,6376825
2008,URY,6,166622
2008,WLD,7,22605653
2008,AGO,7,458469
2008,ARG,7,2903952
2008,BEL,7,272665
2008,BOL,7,34
2008,CAN,7,498913
2008,CPV,7,6114
2008,GBR,6,31986
2008,PER,6,2113
2008,PRY,6,49494
2008,NLD,6,22067059
2008,CAN,6,586749
2008,CPV,6,667
2008,CHL,6,168452
2008,CHN,6,16167
2008,COL,6,850
2008,CZE,6,52693
2008,DNK,6,57606
2008,ECU,6,37450
2008,FRA,6,35428
2008,DEU,6,622308
2008,GHA,6,6526
2008,GRC,6,3546
2008,HKG,6,453
2008,HUN,6,32760
2008,IDN,6,7500
2008,ISR,6,313
2008,ITA,6,2656913
2008,JPN,6,677723
2008,KOR,6,1725
2008,MEX,6,134543
2008,,6,3754
2008,CHL,7,5430
2008,BOL,6,11056
2008,CHN,7,920735
2008,CZE,7,1055
2008,TUR,7,47693
2008,GBR,7,2781862
2008,USA,7,3894999
2008,URY,7,806764
2008,VEN,7,470000
2008,WLD,8,965616566
2008,ALB,8,680480
2008,DZA,8,129685
2008,AGO,8,180455
2008,CHE,7,20495
2008,ARG,8,10380575
2008,AUT,8,96208
2008,BHR,8,82336
2008,BGD,8,2558156
2008,BRB,8,351544
2008,BEL,8,11707866
2008,BOL,8,4507517
2008,BLR,8,121120
2008,CAN,8,26651512
2008,CPV,8,6625
2008,AUS,8,1655678
2008,ESP,7,812771
2008,ZAF,7,315146
2008,SGP,7,1060
2008,DNK,7,1521
