Year,Country Code,Commodity Code,Trade Value (US$)
2003,HKG,13,3753
2003,GUY,13,2118
2003,GTM,13,63007
2003,GRC,13,4500
2003,GHA,13,1005
2003,DEU,13,1986180
2003,FRA,13,477490
2003,FIN,13,1990
2003,,13,175104
2003,NPL,13,45026
2003,NLD,13,55757
2003,ANT,13,924
2003,CHE,13,96483
2003,SWE,13,5893
2003,ESP,13,1735946
2003,ZAF,13,302673
2003,SGP,13,17013
2003,IND,13,695324
2003,SEN,13,461
2003,SAU,13,35952
2003,RUS,13,5139
2003,TTO,13,14936
2003,ROU,13,15975
2003,POL,13,4210
2003,PHL,13,33228
2003,PER,13,38176
2003,PRY,13,451719
2003,PAN,13,20308
2003,PAK,13,81666
2003,NOR,13,106845
2003,NZL,13,56564
2003,ABW,13,97
2003,PRT,13,2324721
2003,TTO,9,71510
2003,CHL,12,299970
2003,SYR,9,8186264
2003,RUS,5,874742
2003,SAU,5,97728
2003,SGP,5,17144
2003,VNM,5,17076
2003,SVN,5,13
2003,ZAF,5,677115
2003,ESP,5,10839508
2003,SWE,5,65421
2003,CHE,5,6529722
2003,THA,5,2857
2003,ARE,5,40022
2003,TUR,5,451
2003,MKD,5,15014
2003,EGY,5,111203
2003,GBR,5,572010
2003,USA,5,7687775
2003,URY,5,1755117
2003,VEN,5,138876
2003,WLD,6,21398426
2003,ROU,5,35444
2003,PRT,5,2187290
2003,POL,5,22547
2003,PHL,5,519
2003,GAB,5,26105
2003,DEU,5,27615313
2003,HTI,5,4314
2003,HKG,5,35813440
2003,ISR,5,64007
2003,ITA,5,15272496
2003,JPN,5,297092
2003,KOR,5,261806
2003,KWT,5,15236
2003,AGO,6,205533
2003,LBN,5,2
2003,MEX,5,15906
2003,NLD,5,1929406
2003,ANT,5,10040
2003,ABW,5,4206
2003,NZL,5,760374
2003,NOR,5,57634
2003,PAN,5,53894
2003,PRY,5,552440
2003,PER,5,2394287
2003,MYS,5,12059
2003,FRA,5,3049623
2003,ARG,6,210717
2003,BOL,6,507
2003,PRT,6,368053
2003,RUS,6,443
2003,SVN,6,122455
2003,ZAF,6,500
2003,ESP,6,132336
2003,CHE,6,183590
2003,GBR,6,464786
2003,USA,6,4470758
2003,URY,6,386329
2003,VEN,6,7102
2003,WLD,7,13973362
2003,AGO,7,398504
2003,ARG,7,2414069
2003,BHS,7,9240
2003,BEL,7,5623
2003,BOL,7,792
2003,CAN,7,514942
2003,CPV,7,158252
2003,CHL,7,481
2003,POL,6,11735
2003,PER,6,1445
2003,PRY,6,2900
2003,PAK,6,9910
2003,BGR,6,2001
2003,CAN,6,55702
2003,CHL,6,48950
2003,CHN,6,66853
2003,COL,6,8520
2003,CRI,6,1613
2003,DNK,6,398078
2003,FRA,6,32676
2003,DEU,6,487726
2003,BEL,6,32821
2003,GRC,6,13224
2003,HUN,6,15901
2003,ISR,6,40695
2003,ITA,6,2194672
2003,JPN,6,872145
2003,KOR,6,14690
2003,MEX,6,162150
2003,,6,5940
2003,NLD,6,10308502
2003,NCL,6,1062
2003,HKG,6,55406
2003,CHN,7,119000
2003,DNK,5,630591
2003,CZE,5,21343
2003,GRD,4,136021
2003,GUY,4,123996
2003,HTI,4,212503
2003,HND,4,105892
2003,HKG,4,8905
2003,HUN,4,89019
2003,IRQ,4,4932000
2003,ITA,4,29
2003,CIV,4,38970
2003,JPN,4,6800783
2003,JOR,4,18724
2003,KOR,4,584
2003,KWT,4,62615
2003,LBN,4,313504
2003,LBY,4,27652
2003,MDG,4,86954
2003,MLI,4,22273
2003,MUS,4,114590
2003,MEX,4,158230
2003,GHA,4,14001
2003,DEU,4,25323142
2003,FRA,4,86611
2003,SLV,4,12003
2003,THA,9,35673
2003,DZA,4,1531950
2003,AGO,4,12777276
2003,AZE,4,67548
2003,ARG,4,2670498
2003,AUT,4,498910
2003,BHS,4,235363
2003,BRB,4,149069
2003,BEL,4,811564
2003,,4,466681
2003,BLZ,4,397819
2003,CPV,4,501837
2003,CYM,4,46288
2003,CHL,4,3149901
2003,CHN,4,71646
2003,COL,4,8760
2003,CRI,4,18305
2003,CUB,4,358383
2003,DOM,4,54917
2003,ECU,4,6023
2003,CAN,4,1634776
2003,BEN,5,2916
2003,MAR,4,100336
2003,NLD,4,178336
2003,EGY,4,444131
2003,GBR,4,2869000
2003,TZA,4,285113
2003,USA,4,23551092
2003,BFA,4,1284
2003,URY,4,762716
2003,VEN,4,1741183
2003,WLD,5,129310178
2003,AGO,5,124057
2003,ARG,5,4653279
2003,AUT,5,2184036
2003,BEL,5,33991
2003,BGR,5,9862
2003,CAN,5,94801
2003,CPV,5,10070
2003,CHL,5,763769
2003,CHN,5,555946
2003,COL,5,277908
2003,CUB,5,50335
2003,TKM,4,20890
2003,TUR,4,48255
2003,TUN,4,321744
2003,ARE,4,988437
2003,ANT,4,6610
2003,NZL,4,393632
2003,NER,4,37740
2003,NGA,4,54000
2003,NOR,4,7468
2003,PAN,4,262148
2003,PRY,4,2644257
2003,PER,4,979294
2003,PHL,4,24489
2003,MOZ,4,283852
2003,PRT,4,3199
2003,LCA,4,14092
2003,SAU,4,893853
2003,SEN,4,620203
2003,SGP,4,11605
2003,ZAF,4,251717
2003,ESP,4,540791
2003,SDN,4,36750
2003,SUR,4,46146
2003,TTO,4,2080909
2003,RUS,4,220272
2003,DOM,7,429
2003,BOL,4,587075
2003,FRA,7,486314
2003,CRI,9,13557
2003,HRV,9,424920
2003,CYP,9,1493016
2003,CZE,9,1240123
2003,DNK,9,20688584
2003,DOM,9,248414
2003,ECU,9,2738648
2003,FIN,9,24822944
2003,FRA,9,55562150
2003,PYF,9,22223
2003,GEO,9,145680
2003,GMB,9,529866
2003,DEU,9,267977955
2003,GHA,9,71119
2003,GRC,9,28613913
2003,GTM,9,87835
2003,HND,9,33050
2003,HKG,9,628345
2003,HUN,9,4584983
2003,COL,9,1002020
2003,ISL,9,132939
2003,CHN,9,1069711
2003,CYM,9,49615
2003,TUR,8,85695
2003,UKR,8,16805
2003,EGY,8,77295
2003,GBR,8,67126284
2003,USA,8,148260061
2003,URY,8,4175016
2003,VEN,8,450627
2003,YEM,8,242
2003,WLD,9,1423614432
2003,DZA,9,4583715
2003,AGO,9,220348
2003,ARG,9,28391936
2003,AUS,9,6883149
2003,AUT,9,6856490
2003,BEL,9,52273244
2003,BOL,9,62393
2003,BGR,9,486222
2003,CAN,9,25230334
2003,CPV,9,133999
2003,CHL,9,10199248
2003,IDN,9,511200
2003,IRN,9,15707
2003,IRL,9,423804
2003,NGA,9,16400
2003,NFK,9,19350
2003,NOR,9,12971722
2003,PAN,9,230
2003,PRY,9,452011
2003,PER,9,634120
2003,POL,9,3182230
2003,PRT,9,5901454
2003,ROU,9,1839204
2003,RUS,9,2270401
2003,SAU,9,559807
2003,SEN,9,1194460
2003,IND,9,338840
2003,SVN,9,38868055
2003,ZAF,9,817115
2003,ESP,9,51478603
2003,ECU,7,300
2003,SWE,9,35152811
2003,CHE,9,8259443
2003,NIC,9,15000
2003,NZL,9,632667
2003,ANT,9,856
2003,NLD,9,39815924
2003,ISR,9,2452715
2003,ITA,9,156327594
2003,CIV,9,17664
2003,JPN,9,116425549
2003,JOR,9,953653
2003,KEN,9,15636
2003,PRK,9,18821
2003,KOR,9,9424649
2003,LBN,9,10875807
2003,ARE,8,1008068
2003,LVA,9,20640
2003,LTU,9,21072
2003,MAC,9,23017
2003,MYS,9,743542
2003,MLT,9,37348
2003,MEX,9,14151265
2003,,9,702833
2003,MAR,9,781581
2003,MOZ,9,5986
2003,OMN,9,42513
2003,LBY,9,102447
2003,THA,8,500351
2003,SGP,9,966424
2003,SWE,8,4151542
2003,URY,7,193674
2003,VEN,7,14853
2003,WLD,8,507570927
2003,AGO,8,45972
2003,ARG,8,16536932
2003,AUS,8,1237759
2003,AUT,8,3529
2003,BHR,8,61550
2003,BGD,8,218811
2003,BRB,8,225424
2003,BEL,8,3038401
2003,BOL,8,23495
2003,CAN,8,18436406
2003,CPV,8,50228
2003,CHL,8,514576
2003,CHN,8,219565
2003,COL,8,103653
2003,DNK,8,1576291
2003,DOM,8,16835
2003,USA,7,2701361
2003,GBR,7,1467322
2003,CHE,7,7240
2003,ESP,7,63125
2003,GHA,7,4864
2003,CHE,8,1064511
2003,IDN,7,25
2003,ISR,7,3150
2003,JPN,7,2484255
2003,PRK,7,4000
2003,KOR,7,5428
2003,LBN,7,7234
2003,MYS,7,586
2003,SLV,8,5040
2003,,7,78380
2003,NLD,7,987675
2003,DEU,7,1113714
2003,NZL,7,395
2003,PRY,7,60494
2003,PHL,7,8241
2003,PRT,7,162096
2003,SAU,7,16135
2003,SGP,7,331
2003,ZAF,7,369344
2003,MOZ,7,1462
2003,FIN,8,1436664
2003,ITA,7,106257
2003,DEU,8,14924470
2003,ANT,8,166610
2003,ABW,8,24942
2003,NZL,8,210100
2003,NOR,8,1471692
2003,PAN,8,897
2003,PRY,8,38238
2003,PER,8,132
2003,PHL,8,1073866
2003,POL,8,8986
2003,NLD,8,144923718
2003,PRT,8,16501554
2003,RUS,8,1599435
2003,STP,8,7200
2003,SAU,8,1236234
2003,IND,8,928296
2003,SGP,8,1169979
2003,ZAF,8,1549601
2003,FRA,8,6023066
2003,ESP,8,17430212
2003,SUR,8,8974
2003,QAT,8,28180
2003,,8,437
2003,HKG,7,3775
2003,MLT,8,112224
2003,MEX,8,1569251
2003,GRC,8,38916
2003,GTM,8,19738
2003,HKG,8,300927
2003,IDN,8,1137927
2003,IRL,8,1218222
2003,ISR,8,39424
2003,ITA,8,17037068
2003,JAM,8,68377
2003,GHA,8,268633
2003,PRK,8,1387
2003,JPN,8,251380
2003,LUX,8,13800
2003,LTU,8,502633
2003,LBY,8,50750
2003,MYS,8,618048
2003,LBN,8,3566991
2003,KWT,8,409817
2003,KOR,8,60980
2003,LVA,8,289987
2004,COL,1,653304
2004,LBN,1,3854591
2004,JOR,1,5830
2004,JPN,1,20715
2004,CIV,1,24756
2004,ITA,1,34784
2004,ISR,1,1200
2004,DEU,1,18000
2004,FRA,1,29282
2004,FIN,1,100
2004,ECU,1,110062
2004,CHL,1,301698
2004,DOM,1,700
2004,DNK,1,1200
2004,BEN,1,171900
2004,CZE,1,19353
2004,CUB,1,780
2004,LVA,8,402325
2004,MEX,1,296500
2004,PAN,1,2000
2004,NLD,1,15000
2004,CHE,7,2248
2004,GBR,7,2378656
2004,USA,7,2999577
2004,URY,7,137910
2004,VEN,7,9445
2004,VEN,1,4046201
2004,URY,1,148180
2004,USA,1,1202456
2004,GBR,1,32420
2004,ARE,1,13240
2004,THA,1,12489
2004,ESP,1,103131
2004,ZAF,1,35450
2004,CAN,1,6281
2004,SAU,1,28208
2004,PRT,1,25243
2004,PER,1,2482964
2004,PRY,1,2156352
2004,NOR,1,3800
2004,,1,4900
2004,SEN,1,39152
2004,AUS,8,3056658
2004,BEL,1,3500
2004,GHA,8,344862
2004,GRC,8,164430
2004,GTM,8,60409
2004,HND,8,2095
2004,HKG,8,242614
2004,HUN,8,4704
2004,ISL,8,15137
2004,IDN,8,2379275
2004,DEU,8,19374501
2004,IRL,8,2213648
2004,ITA,8,19302139
2004,JAM,8,7500
2004,JPN,8,258272
2004,KAZ,8,31850
2004,KOR,8,93435
2004,SWE,7,746
2004,KWT,8,410668
2004,LBN,8,4730038
2004,ISR,8,836758
2004,FRA,8,9197446
2004,FIN,8,2551176
2004,DNK,8,1628845
2004,AUT,1,9561
2004,ARG,1,1762636
2004,AGO,1,494335
2004,WLD,1,19129107
2004,WLD,8,597903428
2004,AGO,8,197189
2004,ARG,8,12002474
2004,AUT,8,139
2004,BHR,8,128048
2004,BGD,8,1052233
2004,BRB,8,281925
2004,BEL,8,4001472
2004,BOL,8,1935855
2004,BGR,8,155251
2004,CAN,8,22283289
2004,CPV,8,22789
2004,CHL,8,521074
2004,CHN,8,536999
2004,CUB,8,2322
2004,BOL,1,956853
2004,COL,8,78951
2004,PER,6,1614
2004,ESP,7,222144
2004,CHN,6,15439
2004,COL,6,8942
2004,CZE,6,652
2004,DNK,6,413822
2004,ECU,6,1468
2004,EST,6,483
2004,FRA,6,42011
2004,DEU,6,525004
2004,WLD,2,5548729289
2004,GUY,6,836
2004,ISR,6,11910
2004,ITA,6,2207202
2004,JPN,6,1187794
2004,JOR,6,97
2004,KOR,6,19519
2004,LUX,6,3481
2004,MEX,6,119473
2004,,6,5123
2004,HKG,6,24327
2004,ALB,2,11321117
2004,DZA,2,61582369
2004,AGO,2,44252531
2004,CAN,2,30793311
2004,BLR,2,2989973
2004,MMR,2,310499
2004,LBY,8,59296
2004,BGR,2,59074441
2004,BRN,2,182049
2004,VGB,2,353874
2004,BIH,2,307101
2004,BOL,2,393189
2004,BMU,2,390996
2004,BEL,2,15238760
2004,ARM,2,4396735
2004,BHR,2,17397293
2004,BHS,2,379843
2004,AUT,2,449879
2004,AUS,2,238986
2004,ARG,2,45668057
2004,AZE,2,11330133
2004,ATG,2,627128
2004,NLD,6,12387244
2004,ABW,6,2159
2004,NZL,6,685
2004,PAK,6,11771
2004,DNK,7,50
2004,FIN,7,580
2004,FRA,7,476471
2004,DJI,7,988
2004,DEU,7,1069267
2004,HKG,7,3046
2004,ITA,7,69734
2004,JPN,7,2507463
2004,KOR,7,4996
2004,LUX,7,135
2004,MEX,7,412
2004,,7,129958
2004,MOZ,7,716
2004,NLD,7,1152799
2004,PRY,7,102984
2004,PRT,7,198138
2004,VCT,7,88
2004,SGP,7,343
2004,ZAF,7,273019
2004,COL,7,927
2004,SUR,7,774
2004,CHN,7,218552
2004,CPV,7,187086
2004,PRY,6,37250
2004,PRT,6,511380
2004,RUS,6,1625
2004,IND,6,12000
2004,ESP,6,202180
2004,SUR,6,10244
2004,CHE,6,28292
2004,THA,6,641
2004,ARE,6,35842
2004,GBR,6,536996
2004,USA,6,5782823
2004,URY,6,333877
2004,VEN,6,16198
2004,WLD,7,14535330
2004,AGO,7,231263
2004,ARG,7,1664540
2004,AUS,7,1
2004,BOL,7,1922
2004,CAN,7,454161
2004,CHL,7,34191
2004,LTU,8,744240
2004,LVA,9,67154
2004,MYS,8,868920
2004,IND,9,792067
2004,SGP,9,7552922
2004,SVK,9,146593
2004,VNM,9,14100
2004,SVN,9,82677516
2004,ZAF,9,1287395
2004,ESP,9,60970622
2004,SWE,9,47194725
2004,SEN,9,2165425
2004,CHE,9,13761292
2004,TTO,9,21372
2004,ARE,9,3362161
2004,TUN,9,7885163
2004,TUR,9,13366343
2004,UKR,9,255700
2004,MKD,9,101379
2004,EGY,9,2407229
2004,GBR,9,24199312
2004,SYR,9,20844084
2004,SAU,9,1899327
2004,RUS,9,3973615
2004,ROU,9,2010967
2004,LUX,9,8247
2004,MYS,9,754762
2004,MLI,9,218920
2004,MLT,9,24358
2004,MEX,9,11042414
2004,,9,2168944
2004,MAR,9,563644
2004,MOZ,9,14077
2004,OMN,9,39060
2004,NLD,9,45579615
2004,NZL,9,899190
2004,NGA,9,8200
2004,NOR,9,17657261
2004,PAK,9,790335
2004,PAN,9,125636
2004,PRY,9,758624
2004,PER,9,128700
2004,POL,9,4379692
2004,PRT,9,9325153
2004,USA,9,355469353
2004,LTU,9,4593
2004,URY,9,16657962
2004,SCG,9,1533977
2004,PRK,10,15826614
2004,KOR,10,164698609
2004,LTU,10,49500
2004,,10,93530
2004,MAR,10,50869775
2004,MOZ,10,364
2004,NLD,10,30926667
2004,ANT,10,20
2004,JPN,10,5172146
2004,NZL,10,317732
2004,PAN,10,58674
2004,PRY,10,8137693
2004,PER,10,1070285
2004,POL,10,31448299
2004,PRT,10,19441503
2004,CPV,2,6495470
2004,ROU,10,41439605
2004,VCT,10,243
2004,NOR,10,1350432
2004,ITA,10,57782559
2004,IRL,10,1232999
2004,IRN,10,155323132
2004,WLD,10,827819380
2004,DZA,10,41147041
2004,AGO,10,297584
2004,ARG,10,1498670
2004,AUS,10,179075
2004,BEL,10,11976565
2004,BOL,10,1355133
2004,BGR,10,23429547
2004,CPV,10,82360
2004,CHL,10,1929955
2004,COL,10,463107
2004,COG,10,44
2004,HRV,10,3328306
2004,DNK,10,20
2004,ECU,10,435156
2004,FRA,10,564541
2004,DEU,10,6405177
2004,GRC,10,7414873
2004,HKG,10,687
2004,VEN,9,389200
2004,LBY,9,821367
2004,LBR,9,478
2004,LBN,9,19028887
2004,ESP,8,24069055
2004,SWE,8,5773180
2004,CHE,8,1514021
2004,SYR,8,71475
2004,THA,8,232832
2004,ARE,8,848242
2004,TUN,8,117260
2004,TUR,8,57597
2004,ZAF,8,3807701
2004,UKR,8,136150
2004,GBR,8,75238165
2004,USA,8,174814565
2004,URY,8,4749363
2004,VEN,8,372805
2004,WLD,9,1891914131
2004,DZA,9,3226593
2004,AGO,9,133013
2004,ARG,9,35895885
2004,EGY,8,164672
2004,VNM,8,298032
2004,SGP,8,418627
2004,IND,8,810255
2004,MLT,8,234449
2004,MEX,8,2617207
2004,,8,2750
2004,MOZ,8,531
2004,OMN,8,437387
2004,NLD,8,159649710
2004,ANT,8,56698
2004,ABW,8,27034
2004,NZL,8,719775
2004,NOR,8,1726157
2004,PAK,8,1411
2004,PAN,8,2299
2004,PRY,8,74245
2004,PER,8,170433
2004,PHL,8,1645008
2004,POL,8,391551
2004,PRT,8,17337823
2004,RUS,8,5117168
2004,SAU,8,1928858
2004,AUS,9,8109495
2004,AUT,9,6723272
2004,BEL,9,86282675
2004,BOL,9,80831
2004,GRC,9,40832412
2004,GTM,9,166499
2004,HND,9,121949
2004,HKG,9,1357870
2004,HUN,9,2517829
2004,ISL,9,142189
2004,IDN,9,779840
2004,IRN,9,1519
2004,IRL,9,671490
2004,ISR,9,3595264
2004,ITA,9,187556013
2004,CIV,9,36530
2004,JAM,9,39100
2004,JPN,9,134082263
2004,JOR,9,3083914
2004,KEN,9,98544
2004,PRK,9,183446
2004,KOR,9,12127000
2004,KWT,9,61392
2004,GHA,9,248337
2004,LUX,8,87686
2004,DEU,9,392475426
2004,GEO,9,36096
2004,BGR,9,650607
2004,CAN,9,27414694
2004,CPV,9,659867
2004,CYM,9,14934
2004,CHL,9,9751168
2004,CHN,9,850840
2004,COL,9,176760
2004,COG,9,927
2004,CRI,9,12179
2004,HRV,9,2668837
2004,CYP,9,2711221
2004,CZE,9,2132900
2004,DNK,9,27801699
2004,DOM,9,492198
2004,ECU,9,505118
2004,EST,9,25728
2004,FIN,9,34010837
2004,FRA,9,75375825
2004,PYF,9,26244
2004,GMB,9,615750
2004,CYM,2,1276525
2004,CRI,5,62
2004,CHL,2,199315341
2004,MDG,4,132591
2004,MYS,4,28522
2004,MLI,4,372102
2004,MRT,4,1488540
2004,MUS,4,1852671
2004,MEX,4,615507
2004,,4,544672
2004,MAR,4,307738
2004,LBY,4,502000
2004,MOZ,4,24696
2004,NLD,4,441320
2004,ANT,4,14808
2004,ABW,4,12780
2004,NZL,4,83928
2004,NGA,4,682607
2004,PAN,4,93462
2004,PRY,4,2506715
2004,PER,4,652595
2004,OMN,4,79542
2004,LBN,4,749009
2004,KWT,4,114020
2004,KOR,4,3822327
2004,DJI,4,13965
2004,GAB,4,100260
2004,GMB,4,181530
2004,DEU,4,22747603
2004,GHA,4,213461
2004,GRC,4,169
2004,GRD,4,61822
2004,GUY,4,33906
2004,HTI,4,214102
2004,HND,4,186768
2004,HKG,4,7028
2004,IRN,4,52023
2004,IRQ,4,13110755
2004,IRL,4,48720
2004,ISR,4,3907099
2004,ITA,4,280857
2004,JPN,4,11796838
2004,JOR,4,103275
2004,PRK,4,1823811
2004,PHL,4,867150
2004,FRA,4,145211
2004,POL,4,550809
2004,LCA,4,12487
2004,VEN,4,9947461
2004,YEM,4,348623
2004,WLD,5,150245849
2004,DZA,5,135937
2004,AGO,5,82031
2004,ARG,5,2820171
2004,AUS,5,206166
2004,AUT,5,2760154
2004,URY,4,1457714
2004,BEL,5,170224
2004,BGR,5,82915
2004,MMR,5,642770
2004,CAN,5,89013
2004,CPV,5,7274
2004,CHL,5,612204
2004,CHN,5,843235
2004,COL,5,476180
2004,DNK,5,720632
2004,BOL,5,1118
2004,BFA,4,143773
2004,USA,4,14657414
2004,TZA,4,29616
2004,STP,4,54040
2004,SAU,4,968702
2004,SEN,4,3965263
2004,SLE,4,93775
2004,SGP,4,7878
2004,ZAF,4,465714
2004,ESP,4,2575677
2004,SDN,4,101760
2004,SUR,4,30778
2004,SWE,4,49
2004,CHE,4,123984
2004,TGO,4,388675
2004,TTO,4,4013910
2004,ARE,4,1324988
2004,TUN,4,330503
2004,TUR,4,900
2004,TKM,4,93654
2004,EGY,4,486486
2004,GBR,4,7661489
2004,PRT,4,88071
2004,GNQ,4,243462
2004,SLV,4,22060
2004,ECU,4,48159
2004,WLD,3,416419993
2004,GIN,3,57089
2004,HTI,3,79008
2004,HKG,3,2916580
2004,HUN,3,6213
2004,IDN,3,366
2004,IRL,3,1343
2004,ISR,3,337726
2004,AFG,3,634
2004,ITA,3,5959376
2004,JPN,3,14516662
2004,PRK,3,64629
2004,KOR,3,3621758
2004,MYS,3,61505
2004,MUS,3,35720
2004,MEX,3,948
2004,,3,1952044
2004,NLD,3,15776642
2004,CIV,3,58904
2004,DZA,3,25970
2004,AGO,3,119270
2004,ARG,3,1320064
2004,DEU,3,2507051
2004,SAU,10,7725100
2004,GAB,3,103545
2004,FRA,3,85276094
2004,FIN,3,5560
2004,GNQ,3,133358
2004,ECU,3,261767
2004,DOM,3,92571
2004,DNK,3,107154
2004,BEN,3,12600
2004,CZE,3,4288
2004,COL,3,102745
2004,CHN,3,1810256
2004,CHL,3,12267
2004,CPV,3,359560
2004,CAN,3,370040
2004,BOL,3,4167
2004,BEL,3,3666399
2004,AUT,3,33334
2004,ANT,3,38966
2004,NZL,3,200
2004,NGA,3,1340000
2004,NOR,3,76006
2004,ARG,4,3519628
2004,AUS,4,151469
2004,AUT,4,798659
2004,BHS,4,134765
2004,BRB,4,90208
2004,BEL,4,968985
2004,BOL,4,1031630
2004,BLZ,4,294251
2004,CAN,4,227602
2004,CPV,4,854311
2004,CYM,4,108228
2004,CHL,4,4308570
2004,CHN,4,439388
2004,COL,4,52702
2004,COG,4,886102
2004,COD,4,228030
2004,CUB,4,375370
2004,DNK,4,4168
2004,DOM,4,490000
2004,AZE,4,45714
2004,ECU,5,13637
2004,ATG,4,3673
2004,DZA,4,11558912
2004,PAN,3,1148891
2004,PRY,3,110590
2004,PER,3,630
2004,POL,3,11412
2004,PRT,3,13051356
2004,RUS,3,206119
2004,SEN,3,20250
2004,SGP,3,110946
2004,ZAF,3,219939
2004,ESP,3,81034438
2004,SWE,3,44514
2004,CHE,3,366001
2004,THA,3,174
2004,TUN,3,832028
2004,TUR,3,271
2004,GBR,3,4162495
2004,USA,3,171012001
2004,URY,3,217532
2004,WLD,4,158344475
2004,AGO,4,10515731
2004,EST,5,157105
2004,FRA,5,3844901
2004,GAB,5,8750
2004,MAR,2,235124
2004,MDA,2,7861264
2004,,2,2807
2004,MUS,2,1083939
2004,MRT,2,539651
2004,MLT,2,5731716
2004,MDV,2,1477688
2004,MYS,2,11662167
2004,MOZ,2,5419155
2004,MDG,2,1185242
2004,LUX,2,4756
2004,LTU,2,8723735
2004,LBY,2,17742245
2004,LBR,2,2179795
2004,LVA,2,286377
2004,LBN,2,25575394
2004,KWT,2,90462096
2004,KOR,2,6353211
2004,MAC,2,211494
2004,OMN,2,28762075
2004,NAM,2,434706
2004,NLD,2,474443578
2004,SAU,2,393988814
2004,STP,2,16386
2004,AIA,2,13576
2004,RUS,2,864284754
2004,ROU,2,30583416
2004,QAT,2,26417029
2004,GNB,2,161397
2004,PRT,2,22870980
2004,POL,2,13805938
2004,PHL,2,43028367
2004,PER,2,5044300
2004,PRY,2,296366
2004,PAK,2,204308
2004,NOR,2,10503007
2004,NGA,2,34861
2004,NZL,2,603028
2004,NCL,2,2846145
2004,ABW,2,3193981
2004,ANT,2,8490640
2004,PRK,2,3193063
2004,KEN,2,80333
2004,JOR,2,17844986
2004,KAZ,2,4864917
2004,FRA,2,31253136
2004,FIN,2,10879754
2004,FRO,2,515040
2004,EST,2,1646226
2004,ERI,2,18011
2004,GNQ,2,2515316
2004,ECU,2,303190
2004,DMA,2,29140
2004,DNK,2,12067213
2004,BEN,2,2024866
2004,CZE,2,11609497
2004,CYP,2,2544831
2004,CUB,2,32301367
2004,HRV,2,2524474
2004,COD,2,5737554
2004,COG,2,4018959
2004,COM,2,1127070
2004,COL,2,320912
2004,CHN,2,40416958
2004,PYF,2,41576
2004,SEN,2,6237550
2004,DJI,2,253575
2004,GEO,2,12419862
2004,JPN,2,516170927
2004,CIV,2,7389602
2004,ITA,2,162788542
2004,ISR,2,44028531
2004,IRL,2,23976466
2004,IRQ,2,879573
2004,IRN,2,108486063
2004,IDN,2,508977
2004,HUN,2,1405131
2004,HKG,2,279545836
2004,HTI,2,2523404
2004,GIN,2,113026
2004,GTM,2,25821
2004,GRD,2,1945669
2004,GRC,2,14143754
2004,GIB,2,398887
2004,GHA,2,8287679
2004,DEU,2,280486629
2004,GMB,2,657651
2004,GAB,2,10079631
2004,LKA,2,1422610
2004,SYC,2,114498
2004,IND,2,124715
2004,PAN,5,53379
2004,PRY,5,791291
2004,PER,5,2784047
2004,PHL,5,25955
2004,POL,5,4973658
2004,PRT,5,2289861
2004,QAT,5,2110
2004,RUS,5,7192756
2004,NOR,5,122386
2004,SAU,5,60931
2004,SGP,5,9737
2004,VNM,5,70076
2004,SVN,5,38308
2004,ZAF,5,839337
2004,ESP,5,11746680
2004,CHE,5,2184871
2004,THA,5,5610
2004,ARE,5,45543
2004,IND,5,10418
2004,NZL,5,2427455
2004,ABW,5,18641
2004,ANT,5,22547
2004,DEU,5,26539715
2004,GHA,5,6729
2004,GRD,5,338
2004,HKG,5,43089400
2004,HUN,5,54891
2004,IDN,5,40193
2004,IRL,5,39522
2004,ISR,5,35893
2004,ITA,5,16235668
2004,CIV,5,99510
2004,JPN,5,350636
2004,KOR,5,170878
2004,KWT,5,22718
2004,LBN,5,28007
2004,MYS,5,5425
2004,MEX,5,1847
2004,MOZ,5,5314
2004,OMN,5,917
2004,NLD,5,2130905
2004,TUR,5,2169
2004,UKR,5,104900
2004,MKD,5,4716
2004,EGY,5,146366
2004,UGA,2,24042
2004,TCA,2,68655
2004,TKM,2,209665
2004,TUR,2,11708958
2004,TUN,2,664660
2004,ARE,2,129802329
2004,TTO,2,330478
2004,TGO,2,19616
2004,TJK,2,279676
2004,SYR,2,30389
2004,CHE,2,45173877
2004,SWE,2,32883936
2004,SUR,2,7437415
2004,ESP,2,116395262
2004,ZAF,2,121599903
2004,SVN,2,98647
2004,VNM,2,15000
2004,SVK,2,2615272
2004,SGP,2,118691028
2004,UKR,2,88810412
2004,SLE,2,570157
2004,MKD,2,14026477
2004,GBR,2,225962189
2004,GBR,5,586954
2004,USA,5,9420920
2004,URY,5,1663187
2004,VEN,5,68055
2004,WLD,6,25357195
2004,AGO,6,17919
2004,ARG,6,149790
2004,BEL,6,432561
2004,BOL,6,475
2004,CAN,6,172181
2004,CHL,6,83865
2004,SCG,2,4693984
2004,YEM,2,55597405
2004,WSM,2,50218
2004,VEN,2,75573547
2004,UZB,2,3250564
2004,URY,2,13115852
2004,USA,2,1588778
2004,TZA,2,43650
2004,EGY,2,173573142
2004,SEN,10,2722500
2004,GRC,3,512685
2004,ZAF,10,36152
2004,LKA,13,1656
2004,CAF,13,2000
2004,CPV,13,3902
2004,CAN,13,53694
2004,BOL,13,30501
2004,BEL,13,143930
2004,BGD,13,26391
2004,AUT,13,267558
2004,SVN,10,11505617
2004,ARG,13,5062434
2004,AGO,13,1274
2004,WLD,13,39356615
2004,SCG,12,62694
2004,VEN,12,7601571
2004,CHL,13,875057
