,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Country,Country Code,Year,PIB_(1000_US$),contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,Commodity Code,Simple Average,Weighted Average,Imports Value in 1000 USD,Exp,ln_PIB,ln_Import,ln_distw,ln_Tariff
1279,1279,1279,1279,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.7720000000004,12,2.66,4.36,3180.7729999999997,BRA,15.994465958360253,8.064879527995645,7.398257371805197,1.472472057360943
1280,1280,1280,1280,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.7720000000004,13,10.88,11.09,35.576,BRA,15.994465958360253,3.5716712532083954,7.398257371805197,2.4060438013622756
1281,1281,1281,1281,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.7720000000004,14,9.0,9.0,2.737,BRA,15.994465958360253,1.006862430058542,7.398257371805197,2.1972245773362196
1282,1282,1282,1282,Paraguay,PRY,1999,8837070.235518921,1,0,0,0,0,0,0,0,1134.649,1463.434,1633.136,1344.7720000000004,15,13.08,14.4,2664.531,BRA,15.994465958360253,7.88778333612215,7.398257371805197,2.667228206581955
1283,1283,1283,1283,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,2,0.0,0.0,43265.348,BRA,18.27316239711482,10.675107316461629,9.684429394626166,-inf
1284,1284,1284,1284,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,3,0.0,0.0,170.412,BRA,18.27316239711482,5.138219034450876,9.684429394626166,-inf
1285,1285,1285,1285,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,4,0.0,0.0,0.5710000000000001,BRA,18.27316239711482,-0.5603660693261268,9.684429394626166,-inf
1286,1286,1286,1286,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,8,0.0,0.0,1368.17,BRA,18.27316239711482,7.221229359467591,9.684429394626166,-inf
1287,1287,1287,1287,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,9,0.0,0.0,1314.5639999999999,BRA,18.27316239711482,7.181260330698687,9.684429394626166,-inf
1288,1288,1288,1288,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,11,0.0,0.0,9.599,BRA,18.27316239711482,2.2616589263813998,9.684429394626166,-inf
1289,1289,1289,1289,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,12,0.0,0.0,6.8260000000000005,BRA,18.27316239711482,1.9207388504845153,9.684429394626166,-inf
1290,1290,1290,1290,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,13,0.0,0.0,100.929,BRA,18.27316239711482,4.614417299344755,9.684429394626166,-inf
1291,1291,1291,1291,Singapore,SGP,1999,86284660.76696171,0,0,0,0,0,0,0,0,16000.61,16540.27,16065.5,16048.86,15,0.0,0.0,2069.6479999999997,BRA,18.27316239711482,7.635133823490383,9.684429394626166,-inf
1292,1292,1292,1292,El Salvador,SLV,1999,11284197.0,0,0,0,0,0,0,0,0,6210.195,5598.948,6040.358,5961.898,15,2.5,0.19,3.715,BRA,16.23891380929973,1.3123786781697224,8.706218560695552,-1.6607312068216509
1293,1293,1293,1293,Slovak Republic,SVK,1999,30453383.763051398,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648000000001,6,2.75,2.72,6.225,BRA,17.23170767116959,1.8285734423507713,9.18527002055148,1.000631880307906
1294,1294,1294,1294,Slovak Republic,SVK,1999,30453383.763051398,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648000000001,7,2.41,2.41,0.085,BRA,17.23170767116959,-2.4651040224918206,9.18527002055148,0.8796267475025636
1295,1295,1295,1295,Slovak Republic,SVK,1999,30453383.763051398,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648000000001,8,4.26,3.99,310.253,BRA,17.23170767116959,5.73738809365924,9.18527002055148,1.3837912309017721
1296,1296,1296,1296,Slovak Republic,SVK,1999,30453383.763051398,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648000000001,9,0.74,0.0,2459.722,BRA,17.23170767116959,7.807803614410427,9.18527002055148,-inf
1297,1297,1297,1297,Slovak Republic,SVK,1999,30453383.763051398,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648000000001,13,1.05,1.97,17.889,BRA,17.23170767116959,2.8841859988090786,9.18527002055148,0.6780335427498971
1298,1298,1298,1298,Slovak Republic,SVK,1999,30453383.763051398,0,0,0,0,0,0,0,0,10191.96,9583.929,9752.413,9672.648000000001,15,0.0,0.0,502.355,BRA,17.23170767116959,6.219307041078657,9.18527002055148,-inf
1299,1299,1299,1299,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,3,60.0,60.0,5.4110000000000005,BRA,18.657087407326454,1.6884339186605983,9.694749122468375,4.0943445622221
1300,1300,1300,1300,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,11,60.0,60.0,1.6840000000000002,BRA,18.657087407326454,0.5211719158201351,9.694749122468375,4.0943445622221
1301,1301,1301,1301,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,12,37.5,35.01,14008.013,BRA,18.657087407326454,9.547384802006377,9.694749122468375,3.555633734966574
1302,1302,1302,1302,Thailand,THA,1999,126668932.159508,0,0,0,0,0,0,0,0,16409.97,16629.35,16232.15,16215.13,13,15.0,15.0,21.967,BRA,18.657087407326454,3.0895413272320487,9.694749122468375,2.70805020110221
1303,1303,1303,1303,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.3390000000004,3508.4429999999998,8,40.0,40.0,54.74,BRA,15.733753257382588,4.002594703612533,8.223181529309532,3.6888794541139363
1304,1304,1304,1304,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.3390000000004,3508.4429999999998,9,40.0,40.0,638.7330000000002,BRA,15.733753257382588,6.459486526682334,8.223181529309532,3.6888794541139363
1305,1305,1305,1305,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.3390000000004,3508.4429999999998,13,5.0,5.0,9.911,BRA,15.733753257382588,2.2936452514245715,8.223181529309532,1.6094379124341003
1306,1306,1306,1306,Trinidad and Tobago,TTO,1999,6808982.52075759,0,0,0,0,0,0,0,0,4133.307,3300.022,3726.3390000000004,3508.4429999999998,15,40.0,40.0,1132.692,BRA,15.733753257382588,7.032352379411355,8.223181529309532,3.6888794541139363
1307,1307,1307,1307,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,3,31.0,31.0,89.064,BRA,16.948553324549827,4.489355212426406,9.033681233390363,3.4339872044851463
1308,1308,1308,1308,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,6,170.0,170.0,13.100999999999999,BRA,16.948553324549827,2.5726885631715337,9.033681233390363,5.135798437050262
1309,1309,1309,1309,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,8,120.25,83.16,4.548,BRA,16.948553324549827,1.5146875758882896,9.033681233390363,4.420766462989812
1310,1310,1310,1310,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,9,29.0,15.3,7171.806,BRA,16.948553324549827,8.877912784721696,9.033681233390363,2.72785282839839
1311,1311,1311,1311,Tunisia,TUN,1999,22943685.719103,0,0,0,0,0,0,0,0,8979.379,8447.175,8380.654,8294.732,15,22.0,15.04,2802.784,BRA,16.948553324549827,7.938368487902948,9.033681233390363,2.7107133185216936
1312,1312,1312,1312,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,8,56.75,48.13,78.88600000000002,BRA,19.360235949652623,4.368003772310314,9.232575332866812,3.873905683315018
1313,1313,1313,1313,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,9,17.4,13.04,13647.56,BRA,19.360235949652623,9.521316030055848,9.232575332866812,2.5680215564985067
1314,1314,1314,1314,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,10,30.0,42.45,9.3,BRA,19.360235949652623,2.2300144001592104,9.232575332866812,3.7483269127573564
1315,1315,1315,1315,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,12,7.29,0.05,4241.465,BRA,19.360235949652623,8.35266400741603,9.232575332866812,-2.995732273553991
1316,1316,1316,1316,Turkey,TUR,1999,255884300.638529,0,0,0,0,0,0,0,0,10590.76,10374.6,10224.84,10152.14,15,17.43,30.98,215.60299999999998,BRA,19.360235949652623,5.373438753594806,9.232575332866812,3.4333418349887226
1317,1317,1317,1317,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,1,0.0,0.0,123.741,BRA,16.99289521407425,4.818190671531316,7.681436277370513,-inf
1318,1318,1318,1318,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,2,0.0,0.0,10665.577,BRA,16.99289521407425,9.27477673164545,7.681436277370513,-inf
1319,1319,1319,1319,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,3,0.0,0.0,11.991,BRA,16.99289521407425,2.4841563683972963,7.681436277370513,-inf
1320,1320,1320,1320,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,4,0.5,0.03,1638.86,BRA,16.99289521407425,7.401756157157743,7.681436277370513,-3.506557897319982
1321,1321,1321,1321,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,5,0.0,0.0,184.99099999999999,BRA,16.99289521407425,5.220307175246292,7.681436277370513,-inf
1322,1322,1322,1322,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,6,0.0,0.0,331.798,BRA,16.99289521407425,5.80452635001063,7.681436277370513,-inf
1323,1323,1323,1323,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,7,1.06,2.74,2202.453,BRA,16.99289521407425,7.697327018195587,7.681436277370513,1.007957920399979
1324,1324,1324,1324,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,8,0.6,0.14,6143.704000000002,BRA,16.99289521407425,8.723183096583622,7.681436277370513,-1.9661128563728327
1325,1325,1325,1325,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,9,0.0,0.0,29394.507,BRA,16.99289521407425,10.288563099135922,7.681436277370513,-inf
1326,1326,1326,1326,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,10,0.0,0.0,616.182,BRA,16.99289521407425,6.423542374440875,7.681436277370513,-inf
1327,1327,1327,1327,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,11,0.13,0.0,498.88800000000003,BRA,16.99289521407425,6.2123816216613,7.681436277370513,-inf
1328,1328,1328,1328,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,12,0.0,0.0,112.54700000000001,BRA,16.99289521407425,4.7233709121774154,7.681436277370513,-inf
1329,1329,1329,1329,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,13,0.0,0.0,254.733,BRA,16.99289521407425,5.540215937785865,7.681436277370513,-inf
1330,1330,1330,1330,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,14,0.0,0.0,2.233,BRA,16.99289521407425,0.8033459728580209,7.681436277370513,-inf
1331,1331,1331,1331,Uruguay,URY,1999,23983945.19062021,1,0,0,0,0,0,0,0,1567.878,2283.672,2167.731,1829.131,15,1.93,3.39,4396.866,BRA,16.99289521407425,8.388647293392344,7.681436277370513,1.220829921392359
1332,1332,1332,1332,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,1,0.58,0.02,1980.079,BRA,22.988218032548275,7.590892021882536,8.998200309620696,-3.912023005428146
1333,1333,1333,1333,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,2,0.0,0.0,147.444,BRA,22.988218032548275,4.993448442673435,8.998200309620696,-inf
1334,1334,1334,1334,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,3,0.0,0.0,85051.226,BRA,22.988218032548275,11.351009012770083,8.998200309620696,-inf
1335,1335,1335,1335,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,4,21.41,21.16,15.613,BRA,22.988218032548275,2.748103900559383,8.998200309620696,3.052112606990099
1336,1336,1336,1336,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,5,0.0,0.0,45790.03599999999,BRA,22.988218032548275,10.731821791848692,8.998200309620696,-inf
1337,1337,1337,1337,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,6,0.09,0.12,716.513,BRA,22.988218032548275,6.574396390857992,8.998200309620696,-2.120263536200091
1338,1338,1338,1338,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,7,5.23,1.36,2635.211,BRA,22.988218032548275,7.876718533670887,8.998200309620696,0.3074846997479607
1339,1339,1339,1339,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,8,0.88,0.02,118802.256,BRA,22.988218032548275,11.685215675629365,8.998200309620696,-3.912023005428146
1340,1340,1340,1340,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,9,0.02,0.0,509047.78799999994,BRA,22.988218032548275,13.140297177176722,8.998200309620696,-inf
1341,1341,1341,1341,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,10,0.65,0.08,372.57599999999996,BRA,22.988218032548275,5.920441043854606,8.998200309620696,-2.5257286443082556
1342,1342,1342,1342,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,11,0.3,0.08,164.42,BRA,22.988218032548275,5.102424129723987,8.998200309620696,-2.5257286443082556
1343,1343,1343,1343,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,12,0.0,0.0,3667.8140000000003,BRA,22.988218032548275,8.207351123257467,8.998200309620696,-inf
1344,1344,1344,1344,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,13,0.0,0.0,6616.2019999999975,BRA,22.988218032548275,8.797276768280964,8.998200309620696,-inf
1345,1345,1345,1345,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,14,0.0,0.0,759.7560000000003,BRA,22.988218032548275,6.632997329100369,8.998200309620696,-inf
1346,1346,1346,1346,United States,USA,1999,9630664202.0,0,0,0,0,0,0,0,0,7694.307,6794.436,8088.514,7887.2,15,0.79,0.85,16394.363,BRA,22.988218032548275,9.704692835215004,8.998200309620696,-0.16251892949777494
1347,1347,1347,1347,St. Vincent and the Grenadines,VCT,1999,390719.148148148,0,0,0,0,0,0,0,0,4386.27,3543.185,3972.844,3773.723,4,40.0,40.0,0.063,BRA,12.875744289691585,-2.7646205525906042,8.287237490004694,3.6888794541139363
1348,1348,1348,1348,St. Vincent and the Grenadines,VCT,1999,390719.148148148,0,0,0,0,0,0,0,0,4386.27,3543.185,3972.844,3773.723,9,5.0,5.0,0.19699999999999998,BRA,12.875744289691585,-1.6245515502441485,8.287237490004694,1.6094379124341003
1349,1349,1349,1349,St. Vincent and the Grenadines,VCT,1999,390719.148148148,0,0,0,0,0,0,0,0,4386.27,3543.185,3972.844,3773.723,12,5.0,5.0,0.29100000000000004,BRA,12.875744289691585,-1.2344320118106444,8.287237490004694,1.6094379124341003
1350,1350,1350,1350,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,1,0.0,0.0,23.302,BRA,18.732804085493214,3.1485391937977494,8.90150194034655,-inf
1351,1351,1351,1351,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,2,7.31,7.4,4835.71,BRA,18.732804085493214,8.48378324302179,8.90150194034655,2.0014800002101243
1352,1352,1352,1352,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,3,0.0,0.0,16.454,BRA,18.732804085493214,2.8005686087467385,8.90150194034655,-inf
1353,1353,1353,1353,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,5,0.0,0.0,74.10600000000002,BRA,18.732804085493214,4.305496500683932,8.90150194034655,-inf
1354,1354,1354,1354,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,6,13.33,10.76,1.765,BRA,18.732804085493214,0.56815069038526,8.90150194034655,2.3758355547336385
1355,1355,1355,1355,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,7,10.0,10.0,435.99300000000005,BRA,18.732804085493214,6.077626188174279,8.90150194034655,2.302585092994046
1356,1356,1356,1356,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,8,2.5,2.12,1792.77,BRA,18.732804085493214,7.491517188745638,8.90150194034655,0.7514160886839212
1357,1357,1357,1357,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,9,0.0,0.0,1194.756,BRA,18.732804085493214,7.085697259416781,8.90150194034655,-inf
1358,1358,1358,1358,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,11,5.0,5.0,65.751,BRA,18.732804085493214,4.185874880067692,8.90150194034655,1.6094379124341003
1359,1359,1359,1359,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,12,3.54,5.13,68.439,BRA,18.732804085493214,4.225942837578847,8.90150194034655,1.6351056591826783
1360,1360,1360,1360,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,13,4.67,0.09,652.597,BRA,18.732804085493214,6.480959787152025,8.90150194034655,-2.4079456086518722
1361,1361,1361,1361,South Africa,ZAF,1999,136632320.70465302,0,0,0,0,0,0,0,0,6355.119000000002,7900.19,7342.994000000002,7280.526999999999,15,5.71,2.33,2139.473,BRA,18.732804085493214,7.668314816006267,8.90150194034655,0.8458682675776092
1362,1362,1362,1362,Zimbabwe,ZWE,1999,6858013.1,0,0,0,0,0,0,0,0,8017.05,8348.187,7918.615,7883.486999999999,5,5.0,5.0,5.534,BRA,15.740928322181073,1.7109108813647342,8.976971595778902,1.6094379124341003
1363,1363,1363,1363,Zimbabwe,ZWE,1999,6858013.1,0,0,0,0,0,0,0,0,8017.05,8348.187,7918.615,7883.486999999999,9,7.5,7.5,4.828,BRA,15.740928322181073,1.5744323032352852,8.976971595778902,2.0149030205422647
1364,1364,1364,1364,Zimbabwe,ZWE,1999,6858013.1,0,0,0,0,0,0,0,0,8017.05,8348.187,7918.615,7883.486999999999,10,22.5,15.07,21.686,BRA,15.740928322181073,3.07666689104999,8.976971595778902,2.712706012638404
1365,1365,1365,1365,Zimbabwe,ZWE,1999,6858013.1,0,0,0,0,0,0,0,0,8017.05,8348.187,7918.615,7883.486999999999,15,5.0,5.0,1181.427,BRA,15.740928322181073,7.074478308852712,8.976971595778902,1.6094379124341003
1366,1366,1366,1366,Albania,ALB,2000,3480355.1886006305,0,0,0,0,0,0,0,0,9943.985,9414.849,9388.915,9313.151,2,10.0,10.0,19.828,BRA,15.062644912232145,2.9870950801583276,9.147285017070267,2.302585092994046
1367,1367,1367,1367,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,1,0.0,0.0,538.317,BRA,19.465201968473366,6.288447605971088,7.779820731727057,-inf
1368,1368,1368,1368,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,2,0.0,0.0,100493.634,BRA,19.465201968473366,11.517849661191415,7.779820731727057,-inf
1369,1369,1369,1369,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,3,0.0,0.0,1421.495,BRA,19.465201968473366,7.259464413673683,7.779820731727057,-inf
1370,1370,1370,1370,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,4,0.0,0.0,9714.684000000001,BRA,19.465201968473366,9.181393834262453,7.779820731727057,-inf
1371,1371,1371,1371,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,5,0.0,0.0,2124.481,BRA,19.465201968473366,7.661282816234103,7.779820731727057,-inf
1372,1372,1372,1372,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,6,0.0,0.0,374.095,BRA,19.465201968473366,5.924509775854465,7.779820731727057,-inf
1373,1373,1373,1373,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,7,0.0,0.0,12202.788999999999,BRA,19.465201968473366,9.409419811152228,7.779820731727057,-inf
1374,1374,1374,1374,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,8,0.0,0.0,21766.96,BRA,19.465201968473366,9.988148502769008,7.779820731727057,-inf
1375,1375,1375,1375,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,9,0.0,0.0,55315.611,BRA,19.465201968473366,10.920810444236444,7.779820731727057,-inf
1376,1376,1376,1376,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,10,0.0,0.0,2741.765,BRA,19.465201968473366,7.916357152583682,7.779820731727057,-inf
1377,1377,1377,1377,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,11,0.0,0.0,2449.09,BRA,19.465201968473366,7.803471805970667,7.779820731727057,-inf
1378,1378,1378,1378,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,12,0.0,0.0,860.07,BRA,19.465201968473366,6.757013781283969,7.779820731727057,-inf
1379,1379,1379,1379,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,13,0.0,0.0,4965.797000000001,BRA,19.465201968473366,8.510329087262388,7.779820731727057,-inf
1380,1380,1380,1380,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,14,0.0,0.0,410.57,BRA,19.465201968473366,6.017546438106483,7.779820731727057,-inf
1381,1381,1381,1381,Argentina,ARG,2000,284203750.0,1,0,0,0,0,0,0,0,1691.067,2353.257,2391.846,2089.281,15,0.0,0.0,4970.153,BRA,19.465201968473366,8.511205903325084,7.779820731727057,-inf
1382,1382,1382,1382,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,6,0.0,0.0,14.505999999999998,BRA,19.844325401638848,2.6745623569412205,9.550146331278073,-inf
1383,1383,1383,1383,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,8,0.0,0.0,1039.32,BRA,19.844325401638848,6.946321932130954,9.550146331278073,-inf
1384,1384,1384,1384,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,9,0.0,0.0,9954.435,BRA,19.844325401638848,9.205773459488352,9.550146331278073,-inf
1385,1385,1385,1385,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,10,0.0,0.0,415.0,BRA,19.844325401638848,6.028278520230698,9.550146331278073,-inf
1386,1386,1386,1386,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,11,0.0,0.0,7.83,BRA,19.844325401638848,2.057962510002712,9.550146331278073,-inf
1387,1387,1387,1387,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,12,0.0,0.0,124.383,BRA,19.844325401638848,4.823365515018251,9.550146331278073,-inf
1388,1388,1388,1388,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,13,2.0,2.0,72.097,BRA,19.844325401638848,4.278012434548669,9.550146331278073,0.6931471805599453
1389,1389,1389,1389,Australia,AUS,2000,415222633.925768,0,0,0,0,0,0,0,0,13371.76,14070.8,14046.75,13983.36,15,1.6,2.71,327.796,BRA,19.844325401638848,5.79239146367274,9.550146331278073,0.9969486348916096
1390,1390,1390,1390,Bangladesh,BGD,2000,53369787.3186245,0,0,0,0,0,0,0,0,15665.7,15591.09,15318.11,15292.22,15,15.0,15.0,36774.646,BRA,17.79275536326611,10.512563919318616,9.636791067537892,2.70805020110221
1391,1391,1391,1391,Bulgaria,BGR,2000,13153016.5308718,0,0,0,0,0,0,0,0,10267.08,9738.726,9841.712,9768.308,2,23.33,23.86,740.85,BRA,16.392161684263918,6.607798175654744,9.194384958652721,3.17220341666977
1392,1392,1392,1392,Bulgaria,BGR,2000,13153016.5308718,0,0,0,0,0,0,0,0,10267.08,9738.726,9841.712,9768.308,4,41.0,41.0,1.835,BRA,16.392161684263918,0.6070444815065336,9.194384958652721,3.713572066704308
1393,1393,1393,1393,Bulgaria,BGR,2000,13153016.5308718,0,0,0,0,0,0,0,0,10267.08,9738.726,9841.712,9768.308,5,3.0,3.0,4.228,BRA,16.392161684263918,1.441729068007991,9.194384958652721,1.0986122886681098
